,Bedrooms,Bathrooms,Price,City,Location
643,2,2,75000, Nairobi, Westlands
644,3,3,200000, Nairobi, Riverside
645,2,2,75000,,
646,2,2,55000, Nairobi, Kileleshwa
647,3,3,75000, Nairobi,Kilimani
648,3,2,45000,,
649,2,3,65000, Nairobi, Spring Valley
650,2,2,100000, Nairobi,Westlands
651,3,3,200000, Nairobi, Riverside
652,3,4,70000, Nairobi,Kileleshwa
653,3,2,38000, Mombasa, Nyali
654,3,3,80000, Nairobi, Lavington
655,1,1,110000, Nairobi,Kileleshwa
656,4,2,57750, Nairobi, Kahawa Wendani
657,2,3,65000, Nairobi,Kilimani
658,3,3,78000,,
659,4,5,300000, Nairobi,Muthaiga
660,1,1,150000, Mombasa,Nyali
661,4,2,165000, Nairobi,Westlands
662,3,3,55000, Kikuyu, Kikuyu
663,1,1,55000, Mombasa,Shanzu
664,3,3,78000,,
665,2,2,75000, Nairobi, Westlands
666,2,2,75000,,
667,2,2,55000, Nairobi, Kileleshwa
668,3,3,75000, Nairobi,Kilimani
669,3,2,45000,,
670,2,3,65000, Nairobi, Spring Valley
671,2,2,100000, Nairobi,Westlands
672,3,3,200000, Nairobi, Riverside
673,3,4,70000, Nairobi,Kileleshwa
674,3,2,38000, Mombasa, Nyali
675,3,3,80000, Nairobi, Lavington
676,1,1,110000, Nairobi,Kileleshwa
677,4,2,57750, Nairobi, Kahawa Wendani
678,2,3,65000, Nairobi,Kilimani
679,3,3,78000,,
680,4,5,300000, Nairobi,Muthaiga
681,1,1,150000, Mombasa,Nyali
682,4,2,165000, Nairobi,Westlands
683,3,3,55000, Kikuyu, Kikuyu
684,1,1,55000, Mombasa,Shanzu
685,2,2,75000, Nairobi, Westlands
686,2,2,75000,,
687,2,2,55000, Nairobi, Kileleshwa
688,3,3,75000, Nairobi,Kilimani
689,3,2,45000,,
690,4,2,165000, Nairobi,Westlands
691,2,3,65000, Nairobi, Spring Valley
692,2,2,100000, Nairobi,Westlands
693,3,3,200000, Nairobi, Riverside
694,3,4,70000, Nairobi,Kileleshwa
695,3,2,38000, Mombasa, Nyali
696,3,3,80000, Nairobi, Lavington
697,1,1,110000, Nairobi,Kileleshwa
698,4,2,57750, Nairobi, Kahawa Wendani
699,2,3,65000, Nairobi,Kilimani
700,3,3,78000,,
701,4,5,300000, Nairobi,Muthaiga
702,1,1,150000, Mombasa,Nyali
703,4,2,165000, Nairobi,Westlands
704,3,3,55000, Kikuyu, Kikuyu
705,1,1,55000, Mombasa,Shanzu
706,2,2,75000, Nairobi, Westlands
707,2,2,75000,,
708,2,2,55000, Nairobi, Kileleshwa
709,3,3,75000, Nairobi,Kilimani
710,2,3,65000, Nairobi, Spring Valley
711,3,2,45000,,
712,2,3,65000, Nairobi, Spring Valley
713,2,2,100000, Nairobi,Westlands
714,3,3,200000, Nairobi, Riverside
715,3,4,70000, Nairobi,Kileleshwa
716,3,2,38000, Mombasa, Nyali
717,3,3,80000, Nairobi, Lavington
718,1,1,110000, Nairobi,Kileleshwa
719,4,2,57750, Nairobi, Kahawa Wendani
720,2,3,65000, Nairobi,Kilimani
721,3,3,78000,,
722,4,5,300000, Nairobi,Muthaiga
723,1,1,150000, Mombasa,Nyali
724,4,2,165000, Nairobi,Westlands
725,3,3,55000, Kikuyu, Kikuyu
726,1,1,55000, Mombasa,Shanzu
727,2,2,75000, Nairobi, Westlands
728,2,2,75000,,
729,2,2,55000, Nairobi, Kileleshwa
730,3,3,75000, Nairobi,Kilimani
731,3,2,45000,,
732,2,3,65000, Nairobi, Spring Valley
733,3,2,38000, Mombasa, Nyali
734,2,2,100000, Nairobi,Westlands
735,3,3,100000, Nairobi, Kileleshwa
736,3,3,200000, Nairobi, Riverside
737,3,4,70000, Nairobi,Kileleshwa
738,2,3,65000, Nairobi,Kilimani
739,3,2,38000, Mombasa, Nyali
740,1,1,110000, Nairobi,Kileleshwa
741,4,2,57750, Nairobi, Kahawa Wendani
742,2,3,65000, Nairobi,Kilimani
743,3,3,78000,,
744,4,5,300000, Nairobi,Muthaiga
745,1,1,150000, Mombasa,Nyali
746,4,2,165000, Nairobi,Westlands
747,3,3,55000, Kikuyu, Kikuyu
748,1,1,55000, Mombasa,Shanzu
749,2,2,75000, Nairobi, Westlands
750,2,2,75000,,
751,2,2,55000, Nairobi, Kileleshwa
752,3,3,75000, Nairobi,Kilimani
753,3,2,45000,,
754,2,3,65000, Nairobi, Spring Valley
755,2,2,100000, Nairobi,Westlands
756,3,3,100000, Nairobi, Kileleshwa
757,3,3,200000, Nairobi, Riverside
758,3,4,70000, Nairobi,Kileleshwa
759,3,2,38000, Mombasa, Nyali
760,1,1,110000, Nairobi,Kileleshwa
761,4,2,57750, Nairobi, Kahawa Wendani
762,2,3,65000, Nairobi,Kilimani
763,3,3,78000,,
764,4,5,300000, Nairobi,Muthaiga
765,1,1,150000, Mombasa,Nyali
766,4,2,165000, Nairobi,Westlands
767,3,3,55000, Kikuyu, Kikuyu
768,2,2,55000, Nairobi, Kileleshwa
769,1,1,55000, Mombasa,Shanzu
770,2,2,75000, Nairobi, Westlands
771,2,2,75000,,
772,2,2,55000, Nairobi, Kileleshwa
773,3,3,75000, Nairobi,Kilimani
774,3,2,45000,,
775,2,3,65000, Nairobi, Spring Valley
776,2,2,100000, Nairobi,Westlands
777,3,3,100000, Nairobi, Kileleshwa
778,3,3,200000, Nairobi, Riverside
779,3,4,70000, Nairobi,Kileleshwa
780,3,2,38000, Mombasa, Nyali
781,1,1,110000, Nairobi,Kileleshwa
782,4,2,57750, Nairobi, Kahawa Wendani
783,2,3,65000, Nairobi,Kilimani
784,3,3,78000,,
785,4,5,300000, Nairobi,Muthaiga
786,1,1,150000, Mombasa,Nyali
787,4,2,165000, Nairobi,Westlands
788,3,3,55000, Kikuyu, Kikuyu
789,1,1,55000, Mombasa,Shanzu
790,2,2,75000, Nairobi, Westlands
791,2,2,75000,,
792,2,2,55000, Nairobi, Kileleshwa
793,3,3,75000, Nairobi,Kilimani
794,2,2,55000, Nairobi, Kileleshwa
795,3,2,45000,,
796,2,3,65000, Nairobi, Spring Valley
797,2,2,100000, Nairobi,Westlands
798,3,3,100000, Nairobi, Kileleshwa
799,3,3,200000, Nairobi, Riverside
800,3,4,70000, Nairobi,Kileleshwa
801,3,2,38000, Mombasa, Nyali
802,1,1,110000, Nairobi,Kileleshwa
803,3,4,70000, Nairobi,Kileleshwa
804,4,2,57750, Nairobi, Kahawa Wendani
805,2,3,65000, Nairobi,Kilimani
806,3,3,78000,,
807,4,5,300000, Nairobi,Muthaiga
808,1,1,150000, Mombasa,Nyali
809,4,2,165000, Nairobi,Westlands
810,3,3,55000, Kikuyu, Kikuyu
811,1,1,55000, Mombasa,Shanzu
812,2,2,75000, Nairobi, Westlands
813,2,2,75000,,
814,2,2,55000, Nairobi, Kileleshwa
815,3,3,75000, Nairobi,Kilimani
816,3,2,45000,,
817,2,3,65000, Nairobi, Spring Valley
818,2,2,100000, Nairobi,Westlands
819,3,3,200000, Nairobi, Riverside
820,3,4,70000, Nairobi,Kileleshwa
821,3,2,38000, Mombasa, Nyali
822,3,3,80000, Nairobi, Lavington
823,1,1,110000, Nairobi,Kileleshwa
824,4,2,57750, Nairobi, Kahawa Wendani
825,2,3,65000, Nairobi,Kilimani
826,3,3,78000,,
827,4,5,300000, Nairobi,Muthaiga
828,1,1,150000, Mombasa,Nyali
829,4,2,165000, Nairobi,Westlands
830,3,3,55000, Kikuyu, Kikuyu
831,1,1,55000, Mombasa,Shanzu
832,2,2,75000, Nairobi, Westlands
833,3,3,78000,,
834,2,2,75000,,
835,2,2,55000, Nairobi, Kileleshwa
836,3,3,75000, Nairobi,Kilimani
837,3,2,45000,,
838,2,3,65000, Nairobi, Spring Valley
839,2,2,100000, Nairobi,Westlands
840,3,3,100000, Nairobi, Kileleshwa
841,3,3,200000, Nairobi, Riverside
842,3,4,70000, Nairobi,Kileleshwa
843,3,2,38000, Mombasa, Nyali
844,1,1,110000, Nairobi,Kileleshwa
845,3,3,55000, Kikuyu, Kikuyu
846,4,2,57750, Nairobi, Kahawa Wendani
847,2,3,65000, Nairobi,Kilimani
848,3,3,78000,,
849,4,5,300000, Nairobi,Muthaiga
850,1,1,150000, Mombasa,Nyali
851,4,2,165000, Nairobi,Westlands
852,3,3,55000, Kikuyu, Kikuyu
853,1,1,55000, Mombasa,Shanzu
854,2,2,75000, Nairobi, Westlands
855,2,2,75000,,
856,2,2,55000, Nairobi, Kileleshwa
857,3,3,75000, Nairobi,Kilimani
858,3,2,45000,,
859,2,3,65000, Nairobi, Spring Valley
860,2,2,100000, Nairobi,Westlands
861,3,3,100000, Nairobi, Kileleshwa
862,3,3,200000, Nairobi, Riverside
863,3,4,70000, Nairobi,Kileleshwa
864,3,2,38000, Mombasa, Nyali
865,1,1,110000, Nairobi,Kileleshwa
866,4,2,57750, Nairobi, Kahawa Wendani
867,2,3,65000, Nairobi,Kilimani
868,3,3,78000,,
869,4,5,300000, Nairobi,Muthaiga
870,3,3,78000,,
871,1,1,150000, Mombasa,Nyali
872,4,2,165000, Nairobi,Westlands
873,3,3,55000, Kikuyu, Kikuyu
874,1,1,55000, Mombasa,Shanzu
875,2,2,75000, Nairobi, Westlands
876,2,2,75000,,
877,2,2,55000, Nairobi, Kileleshwa
878,3,3,75000, Nairobi,Kilimani
879,3,2,45000,,
880,2,3,65000, Nairobi, Spring Valley
881,2,2,100000, Nairobi,Westlands
882,3,3,100000, Nairobi, Kileleshwa
883,3,3,200000, Nairobi, Riverside
884,3,4,70000, Nairobi,Kileleshwa
885,3,2,38000, Mombasa, Nyali
886,1,1,110000, Nairobi,Kileleshwa
887,4,2,57750, Nairobi, Kahawa Wendani
888,2,3,65000, Nairobi,Kilimani
889,3,3,78000,,
890,4,5,300000, Nairobi,Muthaiga
891,1,1,150000, Mombasa,Nyali
892,4,2,165000, Nairobi,Westlands
893,3,3,55000, Kikuyu, Kikuyu
894,1,1,55000, Mombasa,Shanzu
895,2,2,75000, Nairobi, Westlands
896,2,2,75000,,
897,2,2,55000, Nairobi, Kileleshwa
898,3,3,75000, Nairobi,Kilimani
899,3,2,45000,,
900,2,3,65000, Nairobi, Spring Valley
901,2,2,100000, Nairobi,Westlands
902,3,3,78000,,
903,3,3,100000, Nairobi, Kileleshwa
904,3,3,200000, Nairobi, Riverside
905,3,4,70000, Nairobi,Kileleshwa
906,3,2,38000, Mombasa, Nyali
907,1,1,110000, Nairobi,Kileleshwa
908,4,2,57750, Nairobi, Kahawa Wendani
909,2,3,65000, Nairobi,Kilimani
910,3,3,78000,,
911,4,5,300000, Nairobi,Muthaiga
912,1,1,150000, Mombasa,Nyali
913,4,2,165000, Nairobi,Westlands
914,3,3,55000, Kikuyu, Kikuyu
915,1,1,55000, Mombasa,Shanzu
916,2,2,75000, Nairobi, Westlands
917,1,1,55000, Mombasa,Shanzu
918,2,2,75000,,
919,2,2,55000, Nairobi, Kileleshwa
920,3,3,75000, Nairobi,Kilimani
921,3,2,45000,,
922,2,3,65000, Nairobi, Spring Valley
923,2,2,100000, Nairobi,Westlands
924,3,3,100000, Nairobi, Kileleshwa
925,3,3,200000, Nairobi, Riverside
926,3,4,70000, Nairobi,Kileleshwa
927,3,2,38000, Mombasa, Nyali
928,1,1,110000, Nairobi,Kileleshwa
929,4,2,57750, Nairobi, Kahawa Wendani
930,2,2,75000, Nairobi, Westlands
931,2,3,65000, Nairobi,Kilimani
932,3,3,78000,,
933,4,5,300000, Nairobi,Muthaiga
934,1,1,150000, Mombasa,Nyali
935,4,2,165000, Nairobi,Westlands
936,3,3,55000, Kikuyu, Kikuyu
937,1,1,55000, Mombasa,Shanzu
938,2,2,75000, Nairobi, Westlands
939,2,2,75000,,
940,2,2,55000, Nairobi, Kileleshwa
941,3,3,75000, Nairobi,Kilimani
942,3,2,45000,,
943,2,3,65000, Nairobi, Spring Valley
944,2,2,100000, Nairobi,Westlands
945,3,3,100000, Nairobi, Kileleshwa
946,3,3,200000, Nairobi, Riverside
947,3,4,70000, Nairobi,Kileleshwa
948,3,2,38000, Mombasa, Nyali
949,1,1,110000, Nairobi,Kileleshwa
950,4,2,57750, Nairobi, Kahawa Wendani
951,2,3,65000, Nairobi,Kilimani
952,3,3,78000,,
953,4,5,300000, Nairobi,Muthaiga
954,1,1,150000, Mombasa,Nyali
955,4,2,165000, Nairobi,Westlands
956,3,3,100000, Nairobi, Kileleshwa
957,3,3,55000, Kikuyu, Kikuyu
958,1,1,55000, Mombasa,Shanzu
959,2,2,75000, Nairobi, Westlands
960,2,2,75000,,
961,2,2,55000, Nairobi, Kileleshwa
962,3,3,75000, Nairobi,Kilimani
963,3,2,45000,,
964,2,3,65000, Nairobi, Spring Valley
965,2,2,100000, Nairobi,Westlands
966,3,3,100000, Nairobi, Kileleshwa
967,3,3,200000, Nairobi, Riverside
968,3,4,70000, Nairobi,Kileleshwa
969,3,2,38000, Mombasa, Nyali
970,1,1,110000, Nairobi,Kileleshwa
971,4,2,57750, Nairobi, Kahawa Wendani
972,2,3,65000, Nairobi,Kilimani
973,3,3,78000,,
974,4,5,300000, Nairobi,Muthaiga
975,1,1,150000, Mombasa,Nyali
976,4,2,165000, Nairobi,Westlands
977,3,3,55000, Kikuyu, Kikuyu
978,1,1,55000, Mombasa,Shanzu
979,2,2,75000, Nairobi, Westlands
980,2,2,55000, Nairobi, Kileleshwa
981,2,2,75000,,
982,2,2,55000, Nairobi, Kileleshwa
983,3,3,75000, Nairobi,Kilimani
984,3,2,45000,,
985,2,3,65000, Nairobi, Spring Valley
986,2,2,100000, Nairobi,Westlands
987,3,3,100000, Nairobi, Kileleshwa
988,3,3,200000, Nairobi, Riverside
989,3,4,70000, Nairobi,Kileleshwa
990,3,2,38000, Mombasa, Nyali
991,1,1,110000, Nairobi,Kileleshwa
992,4,2,57750, Nairobi, Kahawa Wendani
993,2,3,65000, Nairobi,Kilimani
994,3,3,78000,,
995,4,5,300000, Nairobi,Muthaiga
996,1,1,150000, Mombasa,Nyali
997,4,2,165000, Nairobi,Westlands
998,3,3,55000, Kikuyu, Kikuyu
999,1,1,55000, Mombasa,Shanzu
1000,2,2,75000, Nairobi, Westlands
1001,3,3,75000, Nairobi,Kilimani
1002,2,2,75000,,
1003,2,2,55000, Nairobi, Kileleshwa
1004,3,3,75000, Nairobi,Kilimani
1005,3,2,45000,,
1006,2,3,65000, Nairobi, Spring Valley
1007,2,2,100000, Nairobi,Westlands
1008,3,3,100000, Nairobi, Kileleshwa
1009,3,3,200000, Nairobi, Riverside
1010,3,4,70000, Nairobi,Kileleshwa
1011,3,2,38000, Mombasa, Nyali
1012,2,2,75000, Nairobi, Westlands
1013,1,1,110000, Nairobi,Kileleshwa
1014,4,2,57750, Nairobi, Kahawa Wendani
1015,2,3,65000, Nairobi,Kilimani
1016,3,3,78000,,
1017,4,5,300000, Nairobi,Muthaiga
1018,1,1,150000, Mombasa,Nyali
1019,4,2,165000, Nairobi,Westlands
1020,3,3,55000, Kikuyu, Kikuyu
1021,1,1,55000, Mombasa,Shanzu
1022,2,2,75000, Nairobi, Westlands
1023,2,2,75000,,
1024,2,2,55000, Nairobi, Kileleshwa
1025,3,3,75000, Nairobi,Kilimani
1026,3,2,45000,,
1027,2,3,65000, Nairobi, Spring Valley
1028,2,2,100000, Nairobi,Westlands
1029,3,3,100000, Nairobi, Kileleshwa
1030,3,3,200000, Nairobi, Riverside
1031,3,4,70000, Nairobi,Kileleshwa
1032,3,2,45000,,
1033,3,2,38000, Mombasa, Nyali
1034,1,1,110000, Nairobi,Kileleshwa
1035,4,2,57750, Nairobi, Kahawa Wendani
1036,2,3,65000, Nairobi,Kilimani
1037,3,3,78000,,
1038,4,5,300000, Nairobi,Muthaiga
1039,1,1,150000, Mombasa,Nyali
1040,4,2,165000, Nairobi,Westlands
1041,3,3,55000, Kikuyu, Kikuyu
1042,1,1,55000, Mombasa,Shanzu
1043,2,2,75000, Nairobi, Westlands
1044,2,2,75000,,
1045,2,2,55000, Nairobi, Kileleshwa
1046,3,3,75000, Nairobi,Kilimani
1047,3,2,45000,,
1048,2,3,65000, Nairobi, Spring Valley
1049,2,2,100000, Nairobi,Westlands
1050,3,3,100000, Nairobi, Kileleshwa
1051,3,3,200000, Nairobi, Riverside
1052,3,4,70000, Nairobi,Kileleshwa
1053,3,2,38000, Mombasa, Nyali
1054,1,1,110000, Nairobi,Kileleshwa
1055,4,2,57750, Nairobi, Kahawa Wendani
1056,2,3,65000, Nairobi,Kilimani
1057,3,3,78000,,
1058,4,5,300000, Nairobi,Muthaiga
1059,1,1,150000, Mombasa,Nyali
1060,4,2,165000, Nairobi,Westlands
1061,3,3,55000, Kikuyu, Kikuyu
1062,1,1,55000, Mombasa,Shanzu
1063,2,2,75000, Nairobi, Westlands
1064,2,2,100000, Nairobi,Westlands
1065,2,2,75000,,
1066,2,2,55000, Nairobi, Kileleshwa
1067,3,3,75000, Nairobi,Kilimani
1068,3,2,45000,,
1069,2,3,65000, Nairobi, Spring Valley
1070,2,2,100000, Nairobi,Westlands
1071,3,3,100000, Nairobi, Kileleshwa
1072,3,3,200000, Nairobi, Riverside
1073,3,4,70000, Nairobi,Kileleshwa
1074,3,2,38000, Mombasa, Nyali
1075,1,1,110000, Nairobi,Kileleshwa
1076,4,2,57750, Nairobi, Kahawa Wendani
1077,2,3,65000, Nairobi,Kilimani
1078,3,3,78000,,
1079,4,5,300000, Nairobi,Muthaiga
1080,1,1,150000, Mombasa,Nyali
1081,4,2,165000, Nairobi,Westlands
1082,3,3,55000, Kikuyu, Kikuyu
1083,1,1,55000, Mombasa,Shanzu
1084,2,2,75000, Nairobi, Westlands
1085,2,2,75000,,
1086,2,2,55000, Nairobi, Kileleshwa
1087,1,1,110000, Nairobi,Kileleshwa
1088,3,3,75000, Nairobi,Kilimani
1089,3,2,45000,,
1090,2,3,65000, Nairobi, Spring Valley
1091,2,2,100000, Nairobi,Westlands
1092,3,3,100000, Nairobi, Kileleshwa
1093,3,3,200000, Nairobi, Riverside
1094,3,4,70000, Nairobi,Kileleshwa
1095,3,2,38000, Mombasa, Nyali
1096,1,1,110000, Nairobi,Kileleshwa
1097,4,2,57750, Nairobi, Kahawa Wendani
1098,2,3,65000, Nairobi,Kilimani
1099,2,3,65000, Nairobi,Kilimani
1100,3,3,78000,,
1101,4,5,300000, Nairobi,Muthaiga
1102,1,1,150000, Mombasa,Nyali
1103,4,2,165000, Nairobi,Westlands
1104,3,3,55000, Kikuyu, Kikuyu
1105,1,1,55000, Mombasa,Shanzu
1106,2,2,75000, Nairobi, Westlands
1107,2,2,75000,,
1108,2,2,55000, Nairobi, Kileleshwa
1109,3,3,75000, Nairobi,Kilimani
1110,3,2,45000,,
1111,2,3,65000, Nairobi, Spring Valley
1112,2,2,100000, Nairobi,Westlands
1113,3,3,100000, Nairobi, Kileleshwa
1114,3,3,200000, Nairobi, Riverside
1115,3,4,70000, Nairobi,Kileleshwa
1116,3,2,38000, Mombasa, Nyali
1117,1,1,110000, Nairobi,Kileleshwa
1118,4,2,57750, Nairobi, Kahawa Wendani
1119,2,3,65000, Nairobi,Kilimani
1120,3,3,78000,,
1121,4,5,300000, Nairobi,Muthaiga
1122,1,1,150000, Mombasa,Nyali
1123,4,2,165000, Nairobi,Westlands
1124,3,3,55000, Kikuyu, Kikuyu
1125,1,1,55000, Mombasa,Shanzu
1126,2,2,75000, Nairobi, Westlands
1127,2,2,75000,,
1128,4,2,57750, Nairobi, Kahawa Wendani
1129,2,2,55000, Nairobi, Kileleshwa
1130,3,3,75000, Nairobi,Kilimani
1131,3,2,45000,,
1132,2,3,65000, Nairobi, Spring Valley
1133,2,2,100000, Nairobi,Westlands
1134,3,3,100000, Nairobi, Kileleshwa
1135,3,3,200000, Nairobi, Riverside
1136,3,4,70000, Nairobi,Kileleshwa
1137,3,2,38000, Mombasa, Nyali
1138,3,3,75000, Nairobi,Kilimani
1139,1,1,110000, Nairobi,Kileleshwa
1140,4,2,57750, Nairobi, Kahawa Wendani
1141,2,3,65000, Nairobi,Kilimani
1142,3,3,78000,,
1143,4,5,300000, Nairobi,Muthaiga
1144,1,1,150000, Mombasa,Nyali
1145,4,2,165000, Nairobi,Westlands
1146,3,3,55000, Kikuyu, Kikuyu
1147,1,1,55000, Mombasa,Shanzu
1148,2,2,75000, Nairobi, Westlands
1149,2,2,75000,,
1150,2,2,55000, Nairobi, Kileleshwa
1151,3,3,75000, Nairobi,Kilimani
1152,3,2,45000,,
1153,2,3,65000, Nairobi, Spring Valley
1154,2,2,100000, Nairobi,Westlands
1155,3,3,100000, Nairobi, Kileleshwa
1156,3,3,200000, Nairobi, Riverside
1157,3,4,70000, Nairobi,Kileleshwa
1158,3,2,38000, Mombasa, Nyali
1159,1,1,110000, Nairobi,Kileleshwa
1160,4,2,57750, Nairobi, Kahawa Wendani
1161,2,3,65000, Nairobi,Kilimani
1162,3,3,78000,,
1163,4,5,300000, Nairobi,Muthaiga
1164,1,1,150000, Mombasa,Nyali
1165,4,2,165000, Nairobi,Westlands
1166,3,3,55000, Kikuyu, Kikuyu
1167,1,1,55000, Mombasa,Shanzu
1168,2,3,65000, Nairobi,Kilimani
1169,2,2,75000, Nairobi, Westlands
1170,2,2,75000,,
1171,2,2,55000, Nairobi, Kileleshwa
1172,3,3,75000, Nairobi,Kilimani
1173,3,2,45000,,
1174,2,3,65000, Nairobi, Spring Valley
1175,2,2,100000, Nairobi,Westlands
1176,3,3,100000, Nairobi, Kileleshwa
1177,2,2,75000,,
1178,3,3,200000, Nairobi, Riverside
1179,3,4,70000, Nairobi,Kileleshwa
1180,3,2,38000, Mombasa, Nyali
1181,1,1,110000, Nairobi,Kileleshwa
1182,4,2,57750, Nairobi, Kahawa Wendani
1183,2,3,65000, Nairobi,Kilimani
1184,3,3,78000,,
1185,4,5,300000, Nairobi,Muthaiga
1186,1,1,150000, Mombasa,Nyali
1187,4,2,165000, Nairobi,Westlands
1188,3,3,55000, Kikuyu, Kikuyu
1189,1,1,55000, Mombasa,Shanzu
1190,2,2,75000, Nairobi, Westlands
1191,2,2,75000,,
1192,2,2,55000, Nairobi, Kileleshwa
1193,3,3,75000, Nairobi,Kilimani
1194,3,2,45000,,
1195,2,3,65000, Nairobi, Spring Valley
1196,2,2,100000, Nairobi,Westlands
1197,3,3,100000, Nairobi, Kileleshwa
1198,3,3,200000, Nairobi, Riverside
1199,3,4,70000, Nairobi,Kileleshwa
1200,3,2,38000, Mombasa, Nyali
1201,1,1,110000, Nairobi,Kileleshwa
1202,4,2,57750, Nairobi, Kahawa Wendani
1203,2,3,65000, Nairobi,Kilimani
1204,3,3,78000,,
1205,4,5,300000, Nairobi,Muthaiga
1206,1,1,150000, Mombasa,Nyali
1207,4,2,165000, Nairobi,Westlands
1208,3,3,55000, Kikuyu, Kikuyu
1209,1,1,55000, Mombasa,Shanzu
1210,2,2,75000, Nairobi, Westlands
1211,2,2,75000,,
1212,3,3,200000, Nairobi, Riverside
1213,2,2,55000, Nairobi, Kileleshwa
1214,3,3,75000, Nairobi,Kilimani
1215,3,2,45000,,
1216,2,3,65000, Nairobi, Spring Valley
1217,2,2,100000, Nairobi,Westlands
1218,3,3,100000, Nairobi, Kileleshwa
1219,3,3,200000, Nairobi, Riverside
1220,3,4,70000, Nairobi,Kileleshwa
1221,3,2,38000, Mombasa, Nyali
1222,1,1,110000, Nairobi,Kileleshwa
1223,4,2,57750, Nairobi, Kahawa Wendani
1224,2,3,65000, Nairobi,Kilimani
1225,3,3,78000,,
1226,4,5,300000, Nairobi,Muthaiga
1227,1,1,150000, Mombasa,Nyali
1228,4,2,165000, Nairobi,Westlands
1229,3,3,55000, Kikuyu, Kikuyu
1230,1,1,55000, Mombasa,Shanzu
1231,2,2,75000, Nairobi, Westlands
1232,2,2,75000,,
1233,4,2,165000, Nairobi,Westlands
1234,2,2,55000, Nairobi, Kileleshwa
1235,3,3,75000, Nairobi,Kilimani
1236,3,2,45000,,
1237,2,3,65000, Nairobi, Spring Valley
1238,2,2,100000, Nairobi,Westlands
1239,3,3,100000, Nairobi, Kileleshwa
1240,3,3,200000, Nairobi, Riverside
1241,3,4,70000, Nairobi,Kileleshwa
1242,3,2,38000, Mombasa, Nyali
1243,3,3,55000, Kikuyu, Kikuyu
1244,1,1,110000, Nairobi,Kileleshwa
1245,4,2,57750, Nairobi, Kahawa Wendani
1246,2,3,65000, Nairobi,Kilimani
1247,3,3,78000,,
1248,4,5,300000, Nairobi,Muthaiga
1249,1,1,150000, Mombasa,Nyali
1250,4,2,165000, Nairobi,Westlands
1251,3,3,55000, Kikuyu, Kikuyu
1252,1,1,55000, Mombasa,Shanzu
1253,2,2,75000, Nairobi, Westlands
1254,2,2,75000,,
1255,2,2,55000, Nairobi, Kileleshwa
1256,3,3,75000, Nairobi,Kilimani
1257,3,2,45000,,
1258,2,3,65000, Nairobi, Spring Valley
1259,2,2,100000, Nairobi,Westlands
1260,3,3,100000, Nairobi, Kileleshwa
1261,3,3,200000, Nairobi, Riverside
1262,3,4,70000, Nairobi,Kileleshwa
1263,3,2,38000, Mombasa, Nyali
1264,1,1,110000, Nairobi,Kileleshwa
1265,4,2,57750, Nairobi, Kahawa Wendani
1266,2,3,65000, Nairobi,Kilimani
1267,3,3,78000,,
1268,1,1,110000, Nairobi,Kileleshwa
1269,4,5,300000, Nairobi,Muthaiga
1270,1,1,150000, Mombasa,Nyali
1271,4,2,165000, Nairobi,Westlands
1272,3,3,55000, Kikuyu, Kikuyu
1273,1,1,55000, Mombasa,Shanzu
1274,2,2,75000, Nairobi, Westlands
1275,2,2,75000,,
