Price,Bedrooms,Bathrooms,City,Location
"70,000",2.0,2.0,Nairobi, Kileleshwa
"70,000",2.0,,Nairobi, Kileleshwa
"70,000",2.0,,Nairobi,Kilimani
"70,000",3.0,3.0,Nairobi,Kilimani
"70,000",3.0,2.0,Nairobi, Kilimani
"70,000",3.0,2.0,Nairobi, Kiambu Road
"70,000",3.0,3.0,Nairobi, Kiambu Road
"70,000",3.0,2.0,Nairobi, Kiambu Road
"70,000",3.0,2.0,Nairobi, Kiambu Road
"70,000",3.0,2.0,Nairobi, Kilimani
"70,000",3.0,2.0,Nairobi, Kilimani
"70,000",3.0,2.0,Nairobi, Kileleshwa
"70,000",3.0,2.0,Nairobi,Kilimani
"70,000",3.0,2.0,Nairobi, Kilimani
"70,000",3.0,2.0,Nairobi,Kahawa West
"70,000",3.0,,Nairobi,Waiyaki Way
"70,000",2.0,2.0,Nairobi,Lavington
"70,000",2.0,,Nairobi,Valley Arcade
"70,000",3.0,,Nairobi, Thika Road
"70,000",2.0,2.0,Nairobi,Kileleshwa
"70,000",2.0,,Nairobi,Kilimani
"70,000",2.0,,Nairobi,Kilimani
"70,000",2.0,3.0,Nairobi,Milimani
"70,000",3.0,2.0,Nairobi,Mountain View
"70,000",3.0,2.0,Nairobi,Kiambu Road
"70,000",2.0,2.0,Nairobi, Rhapta Road
"70,000",3.0,2.0,Nairobi, Kilimani
"70,000",4.0,3.0,Nairobi, kizingo
"70,000",2.0,3.0,Nairobi,Westlands Area
"70,000",3.0,,Nairobi, Kilimani
"70,000",3.0,2.0,Nairobi, Kilimani
"70,000",4.0,4.0,Nairobi, Zimmermann
"70,000",2.0,,Nairobi, Runda
"70,000",3.0,2.0,Nairobi,Ruaka
"70,000",2.0,2.0,Nairobi, Parklands
"70,000",2.0,,Nairobi, Runda
"70,000",3.0,,Nairobi,Lavington
"70,000",3.0,2.0,Nairobi, Lavington
"70,000",3.0,4.0,Nairobi, Nyali Area
"70,000",2.0,3.0,Nairobi,Kilimani
"70,000",2.0,2.0,Nairobi, Kileleshwa
"70,000",2.0,2.0,Nairobi,Westlands Area
"70,000",3.0,,Nairobi, Westlands Area
"70,000",2.0,,Nairobi,Kileleshwa
"70,000",2.0,2.0,Nairobi,Kileleshwa
"70,000",3.0,2.0,Nairobi,Kileleshwa
"70,000",3.0,3.0,Nairobi, Lavington
"70,000",2.0,3.0,Nairobi, Westlands Area
"70,000",3.0,2.0,Nairobi, Rhapta Road
"70,000",3.0,3.0,Nairobi, Lavington
"70,000",3.0,,Nairobi,Lavington
"70,000",2.0,,Nairobi,Kileleshwa
"70,000",1.0,,Nairobi,Kilimani
"70,000",3.0,2.0,Nairobi, Ngong Road
"70,000",3.0,3.0,Nairobi, Waiyaki Way
"70,000",2.0,2.0,Nairobi, Kilimani
"70,000",3.0,2.0,Nairobi, Kilimani
"70,000",3.0,2.0,Nairobi, Parklands
"70,000",2.0,1.0,Nairobi,Lavington
"70,000",3.0,2.0,Nairobi,Ngong Road
"70,000",3.0,2.0,Nairobi, Parklands
"70,000",2.0,2.0,Nairobi, Kileleshwa
"70,000",2.0,2.0,Nairobi, Kilimani
"70,000",1.0,1.0,Nairobi,Lavington
"70,000",3.0,3.0,Nairobi, Kileleshwa
"70,000",3.0,2.0,Nairobi, Valley Arcade
"70,000",4.0,5.0,Nairobi,Kiambu Road
"70,000",4.0,5.0,Nairobi,Kiambu Road
"70,000",2.0,,Nairobi,Westlands Area
"70,000",4.0,5.0,Nairobi,Madaraka
"70,000",3.0,,Nairobi,Kilimani
"70,000",2.0,,Nairobi,Kilimani
"72,000",3.0,3.0,Nairobi, Kiambu Road
"72,500",2.0,2.0,Nairobi,Kileleshwa
"73,000",3.0,4.0,Nairobi, Shanzu
"75,000",2.0,2.0,Nairobi, Westlands Area
"75,000",3.0,3.0,Nairobi,Thindigua
"75,000",2.0,2.0,Nairobi, Westlands Area
"75,000",3.0,2.0,Nairobi,Kilimani
"75,000",3.0,2.0,Nairobi,Dennis Pritt
"75,000",3.0,3.0,Nairobi,Kilimani
"75,000",2.0,2.0,Nairobi, Westlands Area
"75,000",2.0,2.0,Nairobi, Kileleshwa
"75,000",2.0,2.0,Nairobi, Lavington
"75,000",3.0,2.0,Nairobi, Kilimani
"75,000",2.0,2.0,Nairobi, Riverside
"75,000",3.0,3.0,Nairobi,Lavington
"75,000",3.0,5.0,Nairobi,Kilimani
"75,000",2.0,3.0,Nairobi,Lavington
"75,000",3.0,3.0,Nairobi, Westlands Area
"75,000",2.0,2.0,Nairobi,Kilimani
"75,000",3.0,3.0,Nairobi,Westlands Area
"75,000",2.0,2.0,Nairobi,Westlands Area
"75,000",1.0,1.0,Nairobi, Kilimani
"75,000",2.0,3.0,Nairobi,Lavington
"75,000",4.0,3.0,Nairobi, Lavington
"75,000",2.0,3.0,Nairobi, Kilimani
"75,000",3.0,2.0,Nairobi,Riara Road
"75,000",3.0,4.0,Nairobi,Riara Road
"75,000",3.0,,Nairobi, Lavington
"75,000",4.0,3.0,Nairobi, Kiambu Road
"75,000",2.0,3.0,Nairobi, Kilimani
"75,000",3.0,,Nairobi,Waiyaki Way
"75,000",1.0,,Nairobi, Karen
"75,000",3.0,3.0,Nairobi,Rhapta Road
"75,000",3.0,,Nairobi,Kilimani
"75,000",3.0,3.0,Nairobi, Kilimani
"75,000",3.0,2.0,Nairobi,Lavington
"75,000",3.0,3.0,Nairobi,Lavington
"75,000",3.0,3.0,Nairobi,Lavington
"75,000",2.0,2.0,Nairobi,Kilimani
"75,000",2.0,2.0,Nairobi,Westlands Area
"75,000",3.0,3.0,Nairobi, Waiyaki Way
"75,000",3.0,2.0,Nairobi, Kileleshwa
"75,000",3.0,2.0,Nairobi, Riverside
"75,000",3.0,2.0,Nairobi, Lavington
"75,000",2.0,2.0,Nairobi, Kilimani
"75,000",3.0,2.0,Nairobi, Riverside
"75,000",3.0,3.0,Nairobi, Lavington
"75,000",2.0,2.0,Nairobi, Kilimani
"75,000",3.0,2.0,Nairobi, Kilimani
"75,000",3.0,,Nairobi, Kilimani
"75,000",2.0,1.0,Nairobi, Parklands
"75,000",2.0,3.0,Nairobi, Riverside
"75,000",4.0,3.0,Nairobi, Riara Road
"75,000",3.0,,Nairobi, Kilimani
"75,000",3.0,,Nairobi, Kilimani
"75,000",3.0,2.0,Nairobi, Lavington
"75,000",3.0,,Nairobi,Kilimani
"75,000",2.0,2.0,Nairobi,Kitengela
"75,000",2.0,2.0,Nairobi, Kilimani
"75,000",2.0,3.0,Nairobi, Lavington
"75,000",2.0,,Nairobi, Westlands Area
"75,000",2.0,2.0,Nairobi, Kileleshwa
"75,000",2.0,2.0,Nairobi,Lavington
"75,000",2.0,2.0,Nairobi, Westlands Area
"75,000",2.0,2.0,Nairobi,Kilimani
"75,000",2.0,2.0,Nairobi,Kilimani
"75,000",3.0,3.0,Nairobi, Lavington
"75,000",3.0,2.0,Nairobi, Kilimani
"75,000",3.0,3.0,Nairobi, Lavington
"75,000",4.0,4.0,Nairobi, Kilimani
"75,000",2.0,,Nairobi,Riverside
"75,000",3.0,3.0,Nairobi,Kileleshwa
"75,000",2.0,2.0,Nairobi, Kilimani
"75,000",2.0,1.0,Nairobi,Kilimani
"75,000",3.0,3.0,Nairobi,Kilimani
"75,000",2.0,,Nairobi,Kilimani
"75,000",3.0,5.0,Nairobi, Lavington
"75,000",2.0,3.0,Nairobi,Kileleshwa
"75,000",3.0,2.0,Nairobi,Riara Road
"75,000",3.0,2.0,Nairobi, Lavington
"75,000",3.0,,Nairobi, Kilimani
"75,000",2.0,3.0,Nairobi,Kilimani
"75,000",4.0,3.0,Nairobi, Kiambu Road
"75,000",3.0,3.0,Nairobi, Lavington
"75,000",2.0,2.0,Nairobi, Kilimani
"75,000",3.0,2.0,Nairobi, Valley Arcade
"75,000",3.0,2.0,Nairobi, Naivasha Road
"75,000",2.0,,Nairobi,Lavington
"75,000",3.0,,Nairobi,Kilimani
"75,000",3.0,4.0,Nairobi,Westlands Area
"75,000",3.0,,Nairobi,Kileleshwa
"75,000",1.0,,Nairobi,Riverside
"75,000",2.0,2.0,Nairobi,Lavington
"75,000",4.0,,Nairobi,Rhapta Road
"75,000",3.0,3.0,Nairobi, Lavington
"75,000",3.0,2.0,Nairobi, Lavington
"75,000",3.0,,Nairobi,Lavington
"75,000",2.0,2.0,Nairobi,Parklands
"75,000",2.0,2.0,Nairobi, Kilimani
"75,000",3.0,2.0,Nairobi, Rhapta Road
"75,000",2.0,2.0,Nairobi,Lavington
"76,000",3.0,4.0,Nairobi,Lavington
"77,000",3.0,3.0,Nairobi, Westlands Area
"77,000",3.0,3.0,Nairobi, Kilimani
"78,000",2.0,2.0,Nairobi, Kilimani
"78,000",2.0,,Nairobi,Kilimani
"78,000",3.0,2.0,Nairobi,Kilimani
"79,000",3.0,2.0,Nairobi,Kileleshwa
"80,000",3.0,3.0,Nairobi,Riara Road
"80,000",2.0,2.0,Nairobi, Lavington
"80,000",2.0,3.0,Nairobi, Kilimani
"80,000",3.0,,Nairobi,Rhapta Road
"80,000",3.0,3.0,Nairobi,Rhapta Road
"80,000",3.0,4.0,Nairobi, Lavington
"80,000",4.0,3.0,Nairobi, Kileleshwa
"80,000",3.0,2.0,Nairobi,Kilimani
"80,000",3.0,2.0,Nairobi, Lavington
"80,000",3.0,3.0,Nairobi, Kilimani
"80,000",4.0,4.0,Nairobi, Kilimani
"80,000",2.0,2.0,Nairobi, Kilimani
"80,000",3.0,2.0,Nairobi, Lavington
"80,000",3.0,3.0,Nairobi,Rhapta Road
"80,000",3.0,3.0,Nairobi, Rhapta Road
"80,000",1.0,1.0,Nairobi, Kilimani
"80,000",1.0,,Nairobi, Kileleshwa
"80,000",3.0,2.0,Nairobi, Lavington
"80,000",3.0,3.0,Nairobi, Rhapta Road
"80,000",1.0,1.0,Nairobi, Kilimani
"80,000",1.0,,Nairobi, Kileleshwa
"80,000",3.0,3.0,Nairobi, Westlands Area
"80,000",3.0,3.0,Nairobi,Westlands Area
"80,000",3.0,2.0,Nairobi,Westlands Area
"80,000",3.0,,Nairobi, Riverside
"80,000",2.0,,Nairobi, Westlands Area
"80,000",1.0,1.0,Nairobi,Nyari
"80,000",2.0,2.0,Nairobi,Old Muthaiga
"80,000",2.0,2.0,Nairobi,Kilimani
"80,000",1.0,,Nairobi,Kileleshwa
"80,000",3.0,,Nairobi,Kilimani
"80,000",3.0,4.0,Nairobi, Kileleshwa
"80,000",3.0,4.0,Nairobi, Kileleshwa
"80,000",3.0,4.0,Nairobi, Mombasa CBD
"80,000",3.0,3.0,Nairobi,Kileleshwa
"80,000",3.0,4.0,Nairobi,Kileleshwa
"80,000",2.0,2.0,Nairobi,Rhapta Road
"80,000",2.0,,Nairobi,Kileleshwa
"80,000",2.0,2.0,Nairobi, Lavington
"80,000",2.0,2.0,Nairobi, Kilimani
"80,000",3.0,4.0,Nairobi,Upper Hill
"80,000",3.0,2.0,Nairobi, Karen
"80,000",2.0,3.0,Nairobi, Lavington
"80,000",3.0,3.0,Nairobi, Kilimani
"80,000",3.0,3.0,Nairobi, Kileleshwa
"80,000",2.0,3.0,Nairobi, Kileleshwa
"80,000",3.0,4.0,Nairobi, Lavington
"80,000",2.0,,Nairobi,Riverside
"80,000",4.0,1.0,Nairobi, Ruaraka
"80,000",1.0,2.0,Nairobi, Kilimani
"80,000",1.0,1.0,Nairobi,Kilimani
"80,000",2.0,2.0,Nairobi,Westlands Area
"80,000",3.0,3.0,Nairobi, Loresho
"80,000",3.0,3.0,Nairobi, Ruaka
"80,000",3.0,,Nairobi,Riverside
"80,000",2.0,,Nairobi,Kileleshwa
"80,000",2.0,,Nairobi,Lavington
"80,000",2.0,,Nairobi, Kilimani
"80,000",3.0,3.0,Nairobi, Lavington
"80,000",3.0,2.0,Nairobi,Westlands Area
"80,000",4.0,3.0,Nairobi,Ruaka
"80,000",3.0,2.0,Nairobi,Lavington
"80,000",3.0,2.0,Nairobi, Kilimani
"80,000",2.0,2.0,Nairobi, Kilimani
"80,000",2.0,2.0,Nairobi, Kilimani
"80,000",2.0,2.0,Nairobi, Kileleshwa
"80,000",3.0,2.0,Nairobi, Lavington
"80,000",3.0,2.0,Nairobi, Lavington
"80,000",2.0,2.0,Nairobi, Kilimani
"80,000",2.0,2.0,Nairobi, Kilimani
"80,000",2.0,2.0,Nairobi, Kilimani
"80,000",3.0,3.0,Nairobi, Rhapta Road
"80,000",2.0,2.0,Nairobi, Kilimani
"80,000",3.0,4.0,Nairobi,Kilimani
"80,000",3.0,4.0,Nairobi, Kilimani
"80,000",2.0,,Nairobi,Ngong Road
"80,000",3.0,2.0,Nairobi,Kilimani
"80,000",3.0,3.0,Nairobi,Lavington
"80,000",2.0,3.0,Nairobi, Kilimani
"80,000",4.0,,Nairobi,Kilimani
"80,000",2.0,2.0,Nairobi,Rhapta Road
"80,000",2.0,,Nairobi,Lavington
"80,000",2.0,,Nairobi,Kilimani
"80,000",3.0,2.0,Nairobi,Rhapta Road
"80,000",3.0,3.0,Nairobi,Kilimani
"80,000",3.0,3.0,Nairobi, Kilimani
"83,000",3.0,4.0,Nairobi, Kileleshwa
"85,000",2.0,2.0,Nairobi, Rhapta Road
"85,000",3.0,2.0,Nairobi,Lavington
"85,000",2.0,2.0,Nairobi,Kilimani
"85,000",1.0,1.0,Nairobi,Kileleshwa
"85,000",1.0,1.0,Nairobi,Kileleshwa
"85,000",1.0,1.0,Nairobi,Riverside
"85,000",3.0,3.0,Nairobi,Kilimani
"85,000",1.0,1.0,Nairobi,Kilimani
"85,000",3.0,2.0,Nairobi,Lavington
"85,000",2.0,2.0,Nairobi, Waiyaki Way
"85,000",3.0,3.0,Nairobi, Riara Road
"85,000",3.0,4.0,Nairobi, Kileleshwa
"85,000",2.0,1.0,Nairobi,Westlands Area
"85,000",2.0,2.0,Nairobi, Kilimani
"85,000",2.0,2.0,Nairobi, Lavington
"85,000",2.0,2.0,Nairobi, Kileleshwa
"85,000",3.0,2.0,Nairobi,Kilimani
"85,000",2.0,2.0,Nairobi, Lavington
"85,000",3.0,2.0,Nairobi, Lavington
"85,000",4.0,4.0,Nairobi,Westlands Area
"85,000",2.0,2.0,Nairobi, Kileleshwa
"85,000",3.0,3.0,Nairobi,Kilimani
"85,000",3.0,4.0,Nairobi, Kileleshwa
"85,000",2.0,2.0,Nairobi, Kilimani
"85,000",2.0,2.0,Nairobi, Lavington
"85,000",3.0,2.0,Nairobi,Kilimani
"85,000",4.0,,Nairobi,Thika Road
"85,000",3.0,3.0,Nairobi,Kilimani
"85,000",2.0,3.0,Nairobi, Kilimani
"85,000",2.0,2.0,Nairobi,Riverside
"85,000",2.0,3.0,Nairobi, Kilimani
"85,000",3.0,4.0,Nairobi,Lavington
"85,000",3.0,3.0,Nairobi,Kilimani
"85,000",3.0,,Nairobi, Parklands
"85,000",3.0,3.0,Nairobi, Kilimani
"85,000",3.0,2.0,Nairobi, Kilimani
"85,000",3.0,3.0,Nairobi, Kilimani
"85,000",2.0,2.0,Nairobi,Brookside
"85,000",3.0,2.0,Nairobi, Kilimani
"85,000",3.0,4.0,Nairobi, Brookside
"85,000",2.0,2.0,Nairobi, Riverside
"85,000",4.0,4.0,Nairobi, Riara Road
"85,000",3.0,3.0,Nairobi,Westlands Area
"85,000",3.0,2.0,Nairobi,Kilimani
"85,000",3.0,3.0,Nairobi, Kilimani
"85,000",3.0,,Nairobi, Kilimani
"85,000",3.0,4.0,Nairobi, Kileleshwa
"85,000",1.0,,Nairobi,Kileleshwa
"85,000",3.0,3.0,Nairobi,Brookside
"85,000",3.0,5.0,Nairobi, Kilimani
"85,000",2.0,2.0,Nairobi, Lavington
"85,000",3.0,3.0,Nairobi, Kileleshwa
"85,000",3.0,3.0,Nairobi, Rhapta Road
"85,000",3.0,3.0,Nairobi,Muthaiga Area
"85,000",3.0,3.0,Nairobi,Kilimani
"85,000",3.0,4.0,Nairobi, Lavington
"85,000",2.0,2.0,Nairobi, Kileleshwa
"85,000",3.0,2.0,Nairobi, Rhapta Road
"85,000",1.0,2.0,Nairobi, Riverside
"85,000",2.0,3.0,Nairobi,Kilimani
"85,000",2.0,2.0,Nairobi,Lavington
"85,000",2.0,3.0,Nairobi,Kilimani
"85,000",2.0,2.0,Nairobi, Kileleshwa
"85,000",4.0,4.0,Nairobi, Thika Road
"85,000",1.0,1.0,Nairobi, Westlands Area
"85,000",3.0,2.0,Nairobi, Kilimani
"85,000",3.0,2.0,Nairobi, Kilimani
"85,000",3.0,4.0,Nairobi, Lavington
"85,000",2.0,2.0,Nairobi, Kilimani
"85,000",2.0,3.0,Nairobi, Rhapta Road
"85,000",3.0,3.0,Nairobi, Kilimani
"85,000",3.0,,Nairobi,Kilimani
"85,000",2.0,2.0,Nairobi, Kiambu Road
"85,000",2.0,2.0,Nairobi, Kilimani
"85,000",3.0,3.0,Nairobi, Kileleshwa
"85,000",3.0,3.0,Nairobi,Rhapta Road
"86,000",3.0,2.0,Nairobi,Kileleshwa
"86,000",3.0,3.0,Nairobi,Kileleshwa
"87,000",3.0,,Nairobi,Parklands
"87,000",2.0,2.0,Nairobi,Westlands Area
"88,000",3.0,4.0,Nairobi, Nyali Area
"88,000",3.0,4.0,Nairobi, Nyali Area
"88,000",3.0,3.0,Nairobi, Valley Arcade
"88,000",3.0,4.0,Nairobi, Nyali Area
"89,000",3.0,1.0,Nairobi,Westlands Area
"89,996",2.0,1.0,Nairobi, Westlands Area
"90,000",1.0,1.0,Nairobi, Kilimani
"90,000",1.0,,Nairobi, Kileleshwa
"90,000",1.0,1.0,Nairobi, Kilimani
"90,000",3.0,3.0,Nairobi, Westlands Area
"90,000",3.0,3.0,Nairobi, Brookside
"90,000",3.0,4.0,Nairobi,Kilimani
"90,000",3.0,4.0,Nairobi,Kilimani
"90,000",3.0,4.0,Nairobi,Kilimani
"90,000",2.0,2.0,Nairobi, Westlands Area
"90,000",3.0,3.0,Nairobi, Rhapta Road
"90,000",2.0,3.0,Nairobi,Kilimani
"90,000",3.0,2.0,Nairobi,Lavington
"90,000",2.0,,Nairobi,Kyuna
"90,000",3.0,,Nairobi,Lavington
"90,000",3.0,,Nairobi,Kilimani
"90,000",2.0,2.0,Nairobi,Brookside
"90,000",3.0,3.0,Nairobi, Kilimani
"90,000",2.0,2.0,Nairobi, Kilimani
"90,000",2.0,2.0,Nairobi, Kilimani
"90,000",3.0,3.0,Nairobi, Rhapta Road
"90,000",2.0,2.0,Nairobi, Brookside
"90,000",2.0,3.0,Nairobi, Kileleshwa
"90,000",2.0,2.0,Nairobi, Nyali Area
"90,000",3.0,,Nairobi,Kileleshwa
"90,000",3.0,,Nairobi,Lavington
"90,000",3.0,3.0,Nairobi,Parklands
"90,000",3.0,,Nairobi,Kilimani
"90,000",2.0,2.0,Nairobi,Waiyaki Way
"90,000",2.0,,Nairobi,Kiambu Road
"90,000",4.0,4.0,Nairobi, Westlands Area
"90,000",1.0,,Nairobi,Thigiri
"90,000",2.0,2.0,Nairobi,Waiyaki Way
"90,000",3.0,,Nairobi,Westlands Area
"90,000",3.0,4.0,Nairobi, Kilimani
"90,000",3.0,4.0,Nairobi, Lavington
"90,000",2.0,2.0,Nairobi,Kilimani
"90,000",3.0,2.0,Nairobi, Lavington
"90,000",3.0,2.0,Nairobi,Riverside
"90,000",1.0,,Nairobi,Thigiri
"90,000",3.0,3.0,Nairobi,Kilimani
"90,000",3.0,2.0,Nairobi,Ruaka
"90,000",3.0,3.0,Nairobi,Riverside
"90,000",3.0,3.0,Nairobi,Riverside
"90,000",3.0,,Nairobi,Lavington
"90,000",3.0,2.0,Nairobi,Riverside
"90,000",3.0,2.0,Nairobi, Waiyaki Way
"90,000",2.0,2.0,Nairobi, Kilimani
"90,000",3.0,3.0,Nairobi, Rhapta Road
"90,000",1.0,1.0,Nairobi,Kileleshwa
"90,000",2.0,3.0,Nairobi,Lavington
"90,000",3.0,3.0,Nairobi,Milimani
"90,000",3.0,2.0,Nairobi, Kilimani
"90,000",3.0,2.0,Nairobi, Lavington
"90,000",2.0,3.0,Nairobi, Riverside
"90,000",1.0,,Nairobi, Runda
"90,000",3.0,4.0,Nairobi, Kilimani
"90,000",3.0,3.0,Nairobi,Kilimani
"90,000",3.0,2.0,Nairobi,Lavington
"90,000",2.0,2.0,Nairobi, Lavington
"90,000",3.0,3.0,Nairobi, Kilimani
"90,000",3.0,3.0,Nairobi, Westlands Area
"90,000",3.0,2.0,Nairobi,Kilimani
"90,000",3.0,3.0,Nairobi,Upper Hill
"90,000",3.0,,Nairobi,Kileleshwa
"90,000",3.0,3.0,Nairobi, Lavington
"90,000",3.0,3.0,Nairobi,Kilimani
"90,000",3.0,4.0,Nairobi,Ngong Road
"90,000",3.0,2.0,Nairobi,Kilimani
"90,000",3.0,2.0,Nairobi, Kilimani
"90,000",3.0,2.0,Nairobi, Kilimani
"90,000",2.0,2.0,Nairobi,Rhapta Road
"90,000",3.0,3.0,Nairobi,Ngong Road
"90,000",1.0,,Nairobi, Riverside
"90,000",1.0,2.0,Nairobi, Riverside
"90,000",1.0,2.0,Nairobi,Riverside
"90,000",2.0,3.0,Nairobi, Nyali Area
"90,000",3.0,2.0,Nairobi,Westlands Area
"90,000",2.0,3.0,Nairobi,Kilimani
"90,000",3.0,3.0,Nairobi,Westlands Area
"90,000",3.0,3.0,Nairobi,Lavington
"90,000",3.0,,Nairobi, Lavington
"90,000",3.0,5.0,Nairobi, Kilimani
"90,000",3.0,3.0,Nairobi, Kileleshwa
"90,000",3.0,3.0,Nairobi,Kileleshwa
"90,000",2.0,2.0,Nairobi, Kilimani
"90,000",2.0,3.0,Nairobi, Kileleshwa
"90,000",2.0,2.0,Nairobi, Kilimani
"90,000",3.0,,Nairobi,Kilimani
"90,000",2.0,,Nairobi,Kileleshwa
"90,000",3.0,3.0,Nairobi, Kilimani
"90,000",3.0,3.0,Nairobi, State House
"90,000",3.0,3.0,Nairobi, Hurlingham
"90,000",3.0,3.0,Nairobi, Kilimani
"90,000",3.0,2.0,Nairobi, Parklands
"90,000",1.0,1.0,Nairobi,Westlands Area
"90,000",4.0,5.0,Nairobi,Lavington
"90,000",2.0,2.0,Nairobi,Kilimani
"90,000",1.0,,Nairobi,Lavington
"90,000",1.0,1.0,Nairobi, Riverside
"90,000",2.0,2.0,Nairobi,State House
"90,000",3.0,,Nairobi, Brookside
"90,000",3.0,3.0,Nairobi,Riara Road
"90,000",3.0,3.0,Nairobi,Rhapta Road
"90,000",3.0,4.0,Nairobi, Lavington
"90,000",4.0,5.0,Nairobi, Lavington
"90,000",3.0,3.0,Nairobi,Kileleshwa
"90,000",4.0,4.0,Nairobi, Riara Road
"90,000",2.0,2.0,Nairobi,Kileleshwa
"95,000",3.0,3.0,Nairobi, Westlands Area
"95,000",2.0,2.0,Nairobi,Westlands Area
"95,000",3.0,3.0,Nairobi,Kilimani
"95,000",1.0,1.0,Nairobi, Riverside
"95,000",2.0,2.0,Nairobi, Kilimani
"95,000",4.0,4.0,Nairobi,Kilimani
"95,000",2.0,,Nairobi,Rhapta Road
"95,000",2.0,,Nairobi,Kilimani
"95,000",3.0,,Nairobi,Lavington
"95,000",3.0,,Nairobi,Valley Arcade
"95,000",3.0,2.0,Nairobi, Kilimani
"95,000",3.0,3.0,Nairobi, Kilimani
