,Price,Bedrooms,Bathrooms,City,Location
0,"KSh 155,000",4.0,4.0,Nairobi,General Mathenge
1,"KSh 100,000",3.0,4.0,Nairobi,Kilimani
2,"KSh 75,000",3.0,5.0,Nairobi, Lavington
3,"KSh 135,000",3.0,4.0,Nairobi,Kilimani
4,"KSh 50,000",3.0,,Nairobi,Imara Daima
5,"KSh 150,000",2.0,,Nairobi,Waiyaki Way
6,"KSh 100,000",2.0,3.0,Nairobi, Kilimani
7,"KSh 100,000",3.0,3.0,Nairobi,Westlands Area
8,"KSh 85,000",4.0,,Nairobi,Thika Road
9,"KSh 65,000",2.0,2.0,Nairobi,Kilimani
10,"KSh 95,000",2.0,2.0,Nairobi, Rhapta Road
11,"KSh 75,000",3.0,3.0,Nairobi,Thindigua
12,"KSh 65,000",3.0,2.0,Nairobi,Kileleshwa
13,"KSh 85,000",1.0,1.0,Nairobi,Riverside
14,"KSh 220,000",3.0,3.0,Nairobi, Riverside
15,"KSh 120,000",3.0,3.0,Nairobi,Parklands
16,"KSh 50,000",0.0,1.0,Nairobi,Waiyaki Way
17,"KSh 85,000",2.0,2.0,Nairobi, Lavington
18,"KSh 12,000",1.0,1.0,Nairobi, Nyali Area
19,"KSh 13,000",0.0,,Nairobi, Waiyaki Way
20,"KSh 13,000",2.0,1.0,Nairobi, Ruaka
21,"KSh 13,000",0.0,1.0,Nairobi,Ruaka
22,"KSh 13,000",1.0,1.0,Nairobi, Bamburi
23,"KSh 14,000",2.0,1.0,Nairobi, Ruaka
24,"KSh 15,000",2.0,1.0,Nairobi,Ruaka
25,"KSh 15,000",1.0,1.0,Nairobi, Uthiru/Ruthimitu
26,"KSh 15,000",0.0,1.0,Nairobi,Kiambu Road
27,"KSh 15,000",2.0,1.0,Nairobi, Zimmermann
28,"KSh 16,000",2.0,2.0,Nairobi, Ruaka
29,"KSh 16,000",1.0,1.0,Nairobi,Kasarani Area
30,"KSh 16,000",2.0,1.0,Nairobi, Uthiru/Ruthimitu
31,"KSh 16,000",1.0,1.0,Nairobi,Ngong
32,"KSh 16,000",1.0,1.0,Nairobi, Ruaka
33,"KSh 98,000",3.0,3.0,Nairobi, Kilimani
34,"KSh 200,000",3.0,3.0,Nairobi,General Mathenge
35,"KSh 16,000",1.0,1.0,Nairobi, Kasarani Area
36,"KSh 16,000",1.0,,Nairobi,Ruaka
37,"KSh 17,000",1.0,,Nairobi,Athi River Area
38,"KSh 17,000",1.0,1.0,Nairobi,Sub zone
39,"KSh 17,000",2.0,2.0,Nairobi, Ruaka
40,"KSh 17,000",2.0,2.0,Nairobi,Ruaka
41,"KSh 17,000",2.0,,Nairobi, Ngong
42,"KSh 17,500",1.0,,Nairobi,Imara Daima
43,"KSh 18,000",2.0,2.0,Nairobi, Ruaka
44,"KSh 18,000",1.0,1.0,Nairobi, Nyali Area
45,"KSh 18,000",1.0,1.0,Nairobi, Kikuyu Town
46,"KSh 19,000",1.0,1.0,Nairobi, Nyali Area
47,"KSh 20,000",1.0,,Nairobi, Kitisuru
48,"KSh 20,000",1.0,1.0,Nairobi, Riruta
49,"KSh 20,000",2.0,,Nairobi, Kasarani Area
50,"KSh 70,000",2.0,2.0,Nairobi,Kilimani
51,"KSh 75,000",2.0,2.0,Nairobi, Kilimani
52,"KSh 20,000",1.0,1.0,Nairobi, Ruaka
53,"KSh 20,000",2.0,2.0,Nairobi, Ruiru
54,"KSh 20,000",1.0,1.0,Nairobi,Ruaka
55,"KSh 20,000",1.0,1.0,Nairobi, Nyali Area
56,"KSh 20,000",2.0,2.0,Nairobi, Ruaka
57,"KSh 20,000",1.0,1.0,Nairobi, Nyali Area
58,"KSh 20,000",1.0,1.0,Nairobi, Ruaka
59,"KSh 20,000",2.0,,Nairobi,Ongata Rongai
60,"KSh 20,000",2.0,2.0,Nairobi,Kisumu Central Area
61,"KSh 22,000",2.0,2.0,Nairobi,Kikuyu Town
62,"KSh 22,000",2.0,1.0,Nairobi, Kabete Area
63,"KSh 22,000",2.0,1.0,Nairobi,Ngong
64,"KSh 280,000",3.0,,Nairobi,Riverside
65,"KSh 18,000",1.0,1.0,Nairobi, Kikuyu Town
66,"KSh 23,000",1.0,1.0,Nairobi, Ruaka
67,"KSh 23,000",2.0,2.0,Nairobi,Kisumu Central Area
68,"KSh 24,000",2.0,2.0,Nairobi,Utawala
69,"KSh 24,000",,,Nairobi,Nairobi West
70,"KSh 24,000",2.0,2.0,Nairobi, Frere Town
71,"KSh 25,000",3.0,2.0,Nairobi, Thika
72,"KSh 25,000",2.0,,Nairobi, Ruaka
73,"KSh 25,000",1.0,1.0,Nairobi,Ruaka
74,"KSh 25,000",2.0,2.0,Nairobi,Imara Daima
75,"KSh 25,000",2.0,2.0,Nairobi, Kikuyu Town
76,"KSh 25,000",2.0,1.0,Nairobi, Dagoretti Corner
77,"KSh 25,000",2.0,,Nairobi,Nyali Area
78,"KSh 25,000",1.0,,Nairobi,Ruaka
79,"KSh 100,000",3.0,3.0,Nairobi, Kileleshwa
80,"KSh 25,000",1.0,,Nairobi,Ruaka
81,"KSh 25,000",1.0,1.0,Nairobi, Ruaka
82,"KSh 25,000",2.0,1.0,Nairobi, Ruiru
83,"KSh 26,000",1.0,,Nairobi, Garden Estate
84,"KSh 27,000",1.0,1.0,Nairobi, Ngumo Estate
85,"KSh 28,000",2.0,2.0,Nairobi,Ruaka
86,"KSh 28,000",2.0,2.0,Nairobi,Syokimau
87,"KSh 28,000",1.0,1.0,Nairobi, Nyali Area
88,"KSh 28,000",2.0,2.0,Nairobi,Kikuyu Town
89,"KSh 28,000",2.0,2.0,Nairobi, Ruaka
90,"KSh 28,000",2.0,2.0,Nairobi, Mombasa Road
91,"KSh 28,000",2.0,2.0,Nairobi, Ziwa La Ngombe
92,"KSh 28,000",2.0,2.0,Nairobi, Nyali Area
93,"KSh 28,000",2.0,2.0,Nairobi,Syokimau
94,"KSh 200,000",5.0,5.0,Nairobi, Kilimani
95,"KSh 28,000",2.0,2.0,Nairobi, Ruaka
96,"KSh 30,000",1.0,1.0,Nairobi,Kisumu West
97,"KSh 30,000",2.0,1.0,Nairobi, Kiambu Road
98,"KSh 30,000",2.0,2.0,Nairobi, Thika East
99,"KSh 30,000",1.0,1.0,Nairobi, Karen
100,"KSh 30,000",0.0,,Nairobi,Kileleshwa
101,"KSh 30,000",2.0,2.0,Nairobi, Ruaka
102,"KSh 30,000",2.0,2.0,Nairobi, Ruaka
103,"KSh 30,000",1.0,1.0,Nairobi, Parklands
104,"KSh 30,000",3.0,3.0,Nairobi, Ziwa La Ngombe
105,"KSh 30,000",2.0,3.0,Nairobi, Mtwapa
106,"KSh 30,000",1.0,1.0,Nairobi, Ngong Road
107,"KSh 30,000",2.0,,Nairobi,New Kitusuru
108,"KSh 30,000",1.0,1.0,Nairobi, Ruaka
109,"KSh 30,000",3.0,2.0,Nairobi,Syokimau
110,"KSh 175,000",2.0,2.0,Nairobi,Thigiri
111,"KSh 145,000",3.0,5.0,Nairobi, Riverside
112,"KSh 30,000",2.0,2.0,Nairobi,Mombasa Road
113,"KSh 30,000",2.0,2.0,Nairobi, Imara Daima
114,"KSh 30,000",2.0,2.0,Nairobi, Kiambu Town
115,"KSh 32,000",2.0,2.0,Nairobi,Ruaka
116,"KSh 32,000",1.0,1.0,Nairobi, Ngong Road
117,"KSh 32,500",2.0,2.0,Nairobi, Ruaka
118,"KSh 33,000",3.0,2.0,Nairobi, Syokimau
119,"KSh 33,000",3.0,2.0,Nairobi, Ngong
120,"KSh 33,500",3.0,3.0,Nairobi, Eldoret North
121,"KSh 35,000",,,Nairobi,Ruaka
122,"KSh 35,000",2.0,3.0,Nairobi, Windsor
123,"KSh 35,000",,,Nairobi,Nairobi West
124,"KSh 35,000",1.0,,Nairobi,Kileleshwa
125,"KSh 35,000",1.0,1.0,Nairobi,Kiambu Road
126,"KSh 130,000",2.0,2.0,Nairobi, Kileleshwa
127,"KSh 35,000",1.0,1.0,Nairobi, Kiambu Road
128,"KSh 35,000",2.0,,Nairobi,Imara Daima
129,"KSh 35,000",3.0,2.0,Nairobi, Syokimau
130,"KSh 35,000",2.0,2.0,Nairobi,Imara Daima
131,"KSh 35,000",2.0,2.0,Nairobi,Lower Kabete
132,"KSh 35,000",2.0,2.0,Nairobi, Ruaka
133,"KSh 35,000",2.0,2.0,Nairobi,Kahawa Sukari
134,"KSh 35,000",2.0,1.0,Nairobi,Langata Area
135,"KSh 35,000",3.0,2.0,Nairobi, Nyali Area
136,"KSh 35,000",2.0,2.0,Nairobi,Imara Daima
137,"KSh 35,000",0.0,,Nairobi, Kilimani
138,"KSh 35,000",3.0,2.0,Nairobi, Syokimau
139,"KSh 35,000",3.0,2.0,Nairobi, Baraka/Nyayo
140,"KSh 35,000",3.0,3.0,Nairobi,Syokimau
141,"KSh 90,000",3.0,3.0,Nairobi, Lavington
142,"KSh 100,000",3.0,3.0,Nairobi, Kilimani
143,"KSh 35,000",2.0,1.0,Nairobi, Ruaka
144,"KSh 35,000",2.0,,Nairobi, Ngara
145,"KSh 35,000",2.0,2.0,Nairobi, Mkomani
146,"KSh 35,000",1.0,1.0,Nairobi,Westlands Area
147,"KSh 35,000",2.0,,Nairobi,Garden Estate
148,"KSh 35,000",3.0,2.0,Nairobi,Syokimau
149,"KSh 35,750",2.0,2.0,Nairobi, Ruiru
150,"KSh 37,000",2.0,2.0,Nairobi, Ruaka
151,"KSh 38,000",2.0,2.0,Nairobi, Ruaka
152,"KSh 38,000",2.0,2.0,Nairobi,Ruaka
153,"KSh 38,000",2.0,2.0,Nairobi, Mountain View
154,"KSh 38,000",3.0,2.0,Nairobi, Kinoo
155,"KSh 38,000",2.0,2.0,Nairobi, Ruaka
156,"KSh 38,000",3.0,2.0,Nairobi,Ruaka
157,"KSh 38,000",2.0,1.0,Nairobi, Riverside
158,"KSh 240,000",3.0,2.0,Nairobi, Upper Hill
159,"KSh 85,000",3.0,3.0,Nairobi, Kileleshwa
160,"KSh 38,000",1.0,1.0,Nairobi, Upper Hill
161,"KSh 38,000",2.0,2.0,Nairobi,Ruaka
162,"KSh 39,000",2.0,1.0,Nairobi, Ngumo Estate
163,"KSh 40,000",2.0,2.0,Nairobi, Ruaka
164,"KSh 40,000",3.0,2.0,Nairobi, Ongata Rongai
165,"KSh 40,000",3.0,3.0,Nairobi, Nyali Area
166,"KSh 40,000",3.0,3.0,Nairobi, Nyali Area
167,"KSh 40,000",1.0,1.0,Nairobi, Naivasha Road
168,"KSh 40,000",2.0,2.0,Nairobi, Ruaka
169,"KSh 40,000",2.0,2.0,Nairobi,Ngara
170,"KSh 40,000",3.0,1.0,Nairobi, Madaraka
171,"KSh 40,000",3.0,2.0,Nairobi, Nyali Area
172,"KSh 40,000",2.0,2.0,Nairobi,Naivasha Road
173,"KSh 40,000",2.0,2.0,Nairobi, Thindigua
174,"KSh 40,000",2.0,2.0,Nairobi, Thindigua
175,"KSh 40,000",1.0,1.0,Nairobi, Kilimani
176,"KSh 40,000",3.0,1.0,Nairobi,Parklands
177,"KSh 40,000",2.0,,Nairobi,Naivasha Road
178,"KSh 40,000",2.0,2.0,Nairobi,Kamiti
179,"KSh 40,000",2.0,,Nairobi,Thika Road
180,"KSh 40,000",2.0,1.0,Nairobi,Madaraka
181,"KSh 40,000",3.0,,Nairobi, Riruta
182,"KSh 40,000",2.0,2.0,Nairobi,Ruaka
183,"KSh 40,000",2.0,2.0,Nairobi, Ruaka
184,"KSh 40,000",2.0,2.0,Nairobi, Ruaka
185,"KSh 40,000",3.0,2.0,Nairobi, Ruaka
186,"KSh 40,000",3.0,2.0,Nairobi, Ruaka
187,"KSh 40,000",2.0,1.0,Nairobi,Makadara
188,"KSh 40,000",2.0,2.0,Nairobi, Naivasha Road
189,"KSh 40,000",2.0,2.0,Nairobi,Ruaka
190,"KSh 40,000",1.0,1.0,Nairobi, Lavington
191,"KSh 40,000",2.0,2.0,Nairobi, Karen
192,"KSh 40,000",3.0,2.0,Nairobi,Koma Rock
193,"KSh 40,000",2.0,2.0,Nairobi,Ruaka
194,"KSh 40,000",3.0,2.0,Nairobi, Syokimau
195,"KSh 42,000",3.0,2.0,Nairobi,Ruaka
196,"KSh 42,500",2.0,1.0,Nairobi, Dagoretti Corner
197,"KSh 43,000",2.0,2.0,Nairobi, Garden Estate
198,"KSh 43,000",2.0,3.0,Nairobi, Thika Road
199,"KSh 43,000",2.0,2.0,Nairobi, Ruaka
200,"KSh 43,500",2.0,2.0,Nairobi,Naivasha Road
201,"KSh 44,000",2.0,1.0,Nairobi, Ngara
202,"KSh 44,000",2.0,4.0,Nairobi,Mombasa Road
203,"KSh 45,000",1.0,1.0,Nairobi, Ngong Road
204,"KSh 45,000",2.0,2.0,Nairobi, Ruaka
205,"KSh 45,000",3.0,2.0,Nairobi,Naivasha Road
206,"KSh 45,000",2.0,2.0,Nairobi, Kahawa West
207,"KSh 45,000",2.0,2.0,Nairobi, Karen
208,"KSh 45,000",2.0,2.0,Nairobi,Kileleshwa
209,"KSh 45,000",3.0,,Nairobi,Ruaka
210,"KSh 45,000",2.0,,Nairobi,Ruaka
211,"KSh 45,000",3.0,2.0,Nairobi, Kitisuru
212,"KSh 45,000",2.0,,Nairobi,Nairobi West
213,"KSh 45,000",3.0,,Nairobi,Kasarani Area
214,"KSh 45,000",3.0,,Nairobi,Syokimau
215,"KSh 45,000",3.0,,Nairobi,Syokimau
216,"KSh 45,000",3.0,,Nairobi, Ngara
217,"KSh 45,000",2.0,2.0,Nairobi,Thindigua
218,"KSh 45,000",2.0,2.0,Nairobi,Ruaka
219,"KSh 45,000",3.0,2.0,Nairobi, Ziwa La Ngombe
220,"KSh 45,000",2.0,2.0,Nairobi,Langata Area
221,"KSh 45,000",2.0,2.0,Nairobi,Langata Area
222,"KSh 45,000",1.0,1.0,Nairobi, Lavington
223,"KSh 45,000",3.0,,Nairobi,Imara Daima
224,"KSh 45,000",3.0,4.0,Nairobi,Syokimau
225,"KSh 45,000",2.0,2.0,Nairobi,Kiambu Road
226,"KSh 45,000",4.0,4.0,Nairobi, Juja
227,"KSh 45,000",3.0,2.0,Nairobi, Ruaka
228,"KSh 45,000",2.0,2.0,Nairobi, Ruaka
229,"KSh 45,000",3.0,3.0,Nairobi, Nyali Area
230,"KSh 45,000",2.0,1.0,Nairobi,Ngong Road
231,"KSh 45,000",1.0,1.0,Nairobi, Kileleshwa
232,"KSh 45,000",2.0,,Nairobi,Langata Area
233,"KSh 45,000",1.0,1.0,Nairobi, Kilimani
234,"KSh 45,000",2.0,,Nairobi,Parklands
235,"KSh 45,000",3.0,,Nairobi,Karen
236,"KSh 45,000",2.0,2.0,Nairobi,Kiambu Road
237,"KSh 45,000",2.0,,Nairobi, Parklands
238,"KSh 45,000",3.0,2.0,Nairobi, Mountain View
239,"KSh 45,000",3.0,2.0,Nairobi, Mountain View
240,"KSh 46,500",2.0,2.0,Nairobi,Kiambu Road
241,"KSh 47,000",3.0,2.0,Nairobi,Ruaka
242,"KSh 48,000",2.0,,Nairobi, Nairobi West
243,"KSh 48,000",2.0,3.0,Nairobi,Ngong Road
244,"KSh 48,000",1.0,1.0,Nairobi,Kilimani
245,"KSh 48,000",2.0,1.0,Nairobi, Madaraka
246,"KSh 48,000",2.0,2.0,Nairobi, Karen
247,"KSh 48,000",3.0,2.0,Nairobi, South B
248,"KSh 50,000",3.0,2.0,Nairobi, Ruaka
249,"KSh 50,000",3.0,3.0,Nairobi, Nyali Area
250,"KSh 50,000",2.0,2.0,Nairobi,Waiyaki Way
251,"KSh 50,000",2.0,,Nairobi,Kileleshwa
252,"KSh 50,000",3.0,2.0,Nairobi, Kitisuru
253,"KSh 50,000",3.0,3.0,Nairobi, Kiambu Road
254,"KSh 50,000",3.0,1.0,Nairobi, Nairobi West
255,"KSh 50,000",3.0,2.0,Nairobi, Kamiti
256,"KSh 50,000",1.0,,Nairobi,Westlands Area
257,"KSh 50,000",2.0,2.0,Nairobi, Karen
258,"KSh 50,000",3.0,2.0,Nairobi, Ngong Road
259,"KSh 50,000",3.0,2.0,Nairobi,Ngong Road
260,"KSh 50,000",2.0,2.0,Nairobi, Kiambu Road
261,"KSh 50,000",2.0,2.0,Nairobi, Kiambu Road
262,"KSh 50,000",1.0,1.0,Nairobi, Kiambu Road
263,"KSh 50,000",3.0,,Nairobi,Imara Daima
264,"KSh 50,000",3.0,2.0,Nairobi,Nairobi West
265,"KSh 50,000",1.0,1.0,Nairobi,Rhapta Road
266,"KSh 50,000",3.0,3.0,Nairobi, Kiambu Road
267,"KSh 50,000",3.0,,Nairobi,Thindigua
268,"KSh 50,000",2.0,,Nairobi,Upper Hill
269,"KSh 50,000",3.0,2.0,Nairobi,Imara Daima
270,"KSh 50,000",2.0,1.0,Nairobi, Parklands
271,"KSh 50,000",1.0,1.0,Nairobi,Upper Hill
272,"KSh 50,000",3.0,3.0,Nairobi, Ngong
273,"KSh 50,000",3.0,3.0,Nairobi,Kiambu Road
274,"KSh 50,000",1.0,,Nairobi,Kilimani
275,"KSh 50,000",0.0,1.0,Nairobi,Waiyaki Way
276,"KSh 51,000",3.0,3.0,Nairobi,Ruaka
277,"KSh 52,000",2.0,2.0,Nairobi, Riara Road
278,"KSh 52,000",2.0,3.0,Nairobi, Kiambu Road
279,"KSh 52,000",2.0,2.0,Nairobi,Kiambu Road
280,"KSh 52,500",2.0,1.0,Nairobi, Kilimani
281,"KSh 54,000",3.0,3.0,Nairobi, Ruaka
282,"KSh 54,000",3.0,2.0,Nairobi,Ruaka
283,"KSh 55,000",2.0,2.0,Nairobi, Uthiru/Ruthimitu
284,"KSh 55,000",2.0,2.0,Nairobi,Kilimani
285,"KSh 55,000",1.0,1.0,Nairobi, Kileleshwa
286,"KSh 55,000",3.0,1.0,Nairobi, Waiyaki Way
287,"KSh 55,000",2.0,2.0,Nairobi,Kileleshwa
288,"KSh 55,000",1.0,2.0,Nairobi,Rhapta Road
289,"KSh 55,000",3.0,2.0,Nairobi,Kiambu Road
290,"KSh 55,000",3.0,3.0,Nairobi, Thindigua
291,"KSh 55,000",2.0,2.0,Nairobi,Kahawa West
292,"KSh 55,000",3.0,2.0,Nairobi, Naivasha Road
293,"KSh 55,000",2.0,2.0,Nairobi, Nyali Area
294,"KSh 55,000",2.0,2.0,Nairobi, Kiambu Road
295,"KSh 55,000",2.0,1.0,Nairobi, Ngong Road
296,"KSh 55,000",2.0,2.0,Nairobi,Lavington
297,"KSh 55,000",1.0,1.0,Nairobi, Kilimani
298,"KSh 55,000",3.0,2.0,Nairobi, Dagoretti Corner
299,"KSh 55,000",2.0,,Nairobi, Nyali Area
300,"KSh 55,000",3.0,3.0,Nairobi, Kiambu Road
301,"KSh 55,000",2.0,2.0,Nairobi,Loresho
302,"KSh 55,000",1.0,1.0,Nairobi,Kilimani
303,"KSh 55,000",3.0,2.0,Nairobi, Ruaka
304,"KSh 55,000",2.0,3.0,Nairobi,Loresho
305,"KSh 55,000",1.0,2.0,Nairobi,Kilimani
306,"KSh 55,000",2.0,2.0,Nairobi, Kilimani
307,"KSh 55,000",3.0,2.0,Nairobi,Lavington
308,"KSh 55,000",3.0,3.0,Nairobi,Kileleshwa
309,"KSh 55,000",1.0,1.0,Nairobi, Riverside
310,"KSh 55,000",2.0,2.0,Nairobi,Loresho
311,"KSh 55,000",3.0,2.0,Nairobi,Kahawa West
312,"KSh 55,000",3.0,2.0,Nairobi,Mombasa CBD
313,"KSh 55,000",1.0,2.0,Nairobi,Nyali Area
314,"KSh 55,000",3.0,,Nairobi,Kahawa West
315,"KSh 55,000",3.0,4.0,Nairobi,Kiambu Road
316,"KSh 55,000",3.0,,Nairobi,Kiambu Road
317,"KSh 55,000",2.0,2.0,Nairobi,Mountain View
318,"KSh 55,000",2.0,2.0,Nairobi,Kitisuru
319,"KSh 55,000",3.0,4.0,Nairobi, Nyali Area
320,"KSh 55,000",2.0,2.0,Nairobi,Kilimani
321,"KSh 55,000",2.0,2.0,Nairobi, New Kitusuru
322,"KSh 55,000",2.0,2.0,Nairobi, Karen
323,"KSh 55,000",2.0,2.0,Nairobi, Loresho
324,"KSh 55,000",3.0,3.0,Nairobi,Thindigua
325,"KSh 55,000",2.0,2.0,Nairobi,Lavington
326,"KSh 55,000",2.0,2.0,Nairobi, Kiambu Road
327,"KSh 55,000",1.0,1.0,Nairobi,Kilimani
328,"KSh 55,000",3.0,4.0,Nairobi,Kileleshwa
329,"KSh 55,000",3.0,3.0,Nairobi,Kileleshwa
330,"KSh 55,000",2.0,,Nairobi, State House
331,"KSh 55,000",2.0,,Nairobi,Kileleshwa
332,"KSh 55,000",2.0,2.0,Nairobi, Mkomani
333,"KSh 55,000",2.0,1.0,Nairobi,Upper Hill
334,"KSh 55,000",3.0,3.0,Nairobi, Kinoo
335,"KSh 56,000",3.0,2.0,Nairobi, Kiambu Road
336,"KSh 56,000",3.0,4.0,Nairobi,Thindigua
337,"KSh 57,750",4.0,2.0,Nairobi, Kahawa
338,"KSh 58,000",2.0,,Nairobi, Kileleshwa
339,"KSh 58,500",3.0,2.0,Nairobi, Parklands
340,"KSh 59,000",2.0,,Nairobi, Rhapta Road
341,"KSh 60,000",3.0,3.0,Nairobi,Loresho
342,"KSh 60,000",3.0,2.0,Nairobi,Naivasha Road
343,"KSh 60,000",1.0,1.0,Nairobi,Kilimani
344,"KSh 60,000",1.0,1.0,Nairobi, Kilimani
345,"KSh 60,000",3.0,2.0,Nairobi,Jamhuri
346,"KSh 60,000",2.0,2.0,Nairobi,Lavington
347,"KSh 60,000",2.0,1.0,Nairobi, Kilimani
348,"KSh 60,000",2.0,,Nairobi,Kileleshwa
349,"KSh 60,000",2.0,2.0,Nairobi,Riara Road
350,"KSh 60,000",2.0,,Nairobi, Lavington
351,"KSh 60,000",3.0,2.0,Nairobi, Kileleshwa
352,"KSh 60,000",2.0,2.0,Nairobi, Kileleshwa
353,"KSh 60,000",2.0,2.0,Nairobi, Kilimani
354,"KSh 60,000",2.0,2.0,Nairobi, Lavington
355,"KSh 60,000",1.0,1.0,Nairobi, Kileleshwa
356,"KSh 60,000",2.0,2.0,Nairobi, Loresho
357,"KSh 60,000",2.0,,Nairobi,Kilimani
358,"KSh 60,000",2.0,,Nairobi,Kileleshwa
359,"KSh 60,000",3.0,2.0,Nairobi,Loresho
360,"KSh 60,000",2.0,2.0,Nairobi,Westlands Area
361,"KSh 60,000",2.0,1.0,Nairobi,Kileleshwa
362,"KSh 60,000",3.0,2.0,Nairobi,Thindigua
363,"KSh 60,000",3.0,3.0,Nairobi, Ruaka
364,"KSh 60,000",2.0,2.0,Nairobi, Waiyaki Way
365,"KSh 60,000",3.0,2.0,Nairobi, Parklands
366,"KSh 60,000",3.0,2.0,Nairobi, Parklands
367,"KSh 60,000",2.0,2.0,Nairobi,Kileleshwa
368,"KSh 60,000",3.0,2.0,Nairobi,Lavington
369,"KSh 60,000",3.0,,Nairobi,Kileleshwa
370,"KSh 60,000",3.0,2.0,Nairobi,Rhapta Road
371,"KSh 60,000",2.0,2.0,Nairobi,Karen
372,"KSh 60,000",3.0,3.0,Nairobi,Waiyaki Way
373,"KSh 60,000",3.0,2.0,Nairobi,Kileleshwa
374,"KSh 60,000",4.0,4.0,Nairobi,Kiambu Road
375,"KSh 60,000",2.0,1.0,Nairobi,Karen
376,"KSh 60,000",2.0,2.0,Nairobi,Westlands Area
377,"KSh 60,000",3.0,,Nairobi,Ruaka
378,"KSh 60,000",3.0,2.0,Nairobi,Ngara
379,"KSh 60,000",1.0,1.0,Nairobi,Rhapta Road
380,"KSh 60,000",2.0,2.0,Nairobi,Ngong Road
381,"KSh 60,000",3.0,2.0,Nairobi, Ziwa La Ngombe
382,"KSh 60,000",2.0,2.0,Nairobi,Loresho
383,"KSh 60,000",2.0,2.0,Nairobi,Kileleshwa
