,Price,Bedrooms,Bathrooms,City,Location
1493,"KSh 135,000",3.0,3.0,Nairobi, Brookside
1494,"KSh 135,000",2.0,2.0,Nairobi,Westlands Area
1495,"KSh 135,000",2.0,2.0,Nairobi, Westlands Area
1496,"KSh 135,000",4.0,,Nairobi, Kilimani
1497,"KSh 136,000",3.0,3.0,Nairobi,Rhapta Road
1498,"KSh 140,000",3.0,2.0,Nairobi, Westlands Area
1499,"KSh 140,000",1.0,1.0,Nairobi, Riverside
1500,"KSh 140,000",4.0,4.0,Nairobi, General Mathenge
1501,"KSh 140,000",3.0,3.0,Nairobi, Rhapta Road
1502,"KSh 140,000",2.0,2.0,Nairobi, Riverside
1503,"KSh 140,000",3.0,4.0,Nairobi,Lavington
1504,"KSh 140,000",4.0,5.0,Nairobi,Lavington
1505,"KSh 140,000",2.0,2.0,Nairobi, Lavington
1506,"KSh 140,000",1.0,1.0,Nairobi, Old Muthaiga
1507,"KSh 140,000",2.0,,Nairobi,Riverside
1508,"KSh 140,000",2.0,2.0,Nairobi, Kilimani
1509,"KSh 140,000",3.0,5.0,Nairobi, Kileleshwa
1510,"KSh 140,000",3.0,2.0,Nairobi, Kileleshwa
1511,"KSh 140,000",3.0,5.0,Nairobi, Lavington
1512,"KSh 140,000",3.0,3.0,Nairobi, Lavington
1513,"KSh 140,000",3.0,4.0,Nairobi,Kilimani
1514,"KSh 140,000",4.0,5.0,Nairobi,Kileleshwa
1515,"KSh 140,000",1.0,1.0,Nairobi, Brookside
1516,"KSh 140,000",3.0,,Nairobi,Parklands
1517,"KSh 140,000",4.0,3.0,Nairobi,Waiyaki Way
1518,"KSh 140,000",4.0,3.0,Nairobi, Waiyaki Way
1519,"KSh 140,000",1.0,,Nairobi,Lavington
1520,"KSh 140,000",4.0,3.0,Nairobi,Rhapta Road
1521,"KSh 140,000",2.0,2.0,Nairobi, Westlands Area
1522,"KSh 140,000",3.0,2.0,Nairobi, Kileleshwa
1523,"KSh 140,000",2.0,2.0,Nairobi,Westlands Area
1524,"KSh 140,000",3.0,3.0,Nairobi,Parklands
1525,"KSh 140,000",3.0,3.0,Nairobi,Lower Kabete
1526,"KSh 140,000",2.0,2.0,Nairobi, Westlands Area
1527,"KSh 140,000",2.0,2.0,Nairobi, Kilimani
1528,"KSh 140,000",1.0,1.0,Nairobi, Riverside
1529,"KSh 140,000",2.0,2.0,Nairobi, Kilimani
1530,"KSh 140,000",3.0,3.0,Nairobi, Riverside
1531,"KSh 140,000",3.0,4.0,Nairobi,Parklands
1532,"KSh 140,000",3.0,3.0,Nairobi, Brookside
1533,"KSh 140,000",3.0,3.0,Nairobi, Westlands Area
1534,"KSh 140,000",3.0,3.0,Nairobi,Westlands Area
1535,"KSh 140,000",3.0,2.0,Nairobi,Kileleshwa
1536,"KSh 140,000",3.0,3.0,Nairobi, Brookside
1537,"KSh 140,000",3.0,3.0,Nairobi, Westlands Area
1538,"KSh 140,000",3.0,3.0,Nairobi,Riverside
1539,"KSh 140,000",3.0,3.0,Nairobi,Lavington
1540,"KSh 140,000",3.0,5.0,Nairobi, Kileleshwa
1541,"KSh 140,000",2.0,2.0,Nairobi,Kileleshwa
1542,"KSh 140,000",3.0,4.0,Nairobi,Lavington
1543,"KSh 140,000",2.0,2.0,Nairobi,Kilimani
1544,"KSh 140,000",2.0,2.0,Nairobi,Waiyaki Way
1545,"KSh 140,000",2.0,2.0,Nairobi,Riverside
1546,"KSh 140,000",3.0,2.0,Nairobi,Kilimani
1547,"KSh 140,000",2.0,,Nairobi,Kilimani
1548,"KSh 140,000",3.0,2.0,Nairobi,General Mathenge
1549,"KSh 140,000",2.0,2.0,Nairobi, Kileleshwa
1550,"KSh 140,000",2.0,3.0,Nairobi,General Mathenge
1551,"KSh 140,000",3.0,3.0,Nairobi, Westlands Area
1552,"KSh 140,000",3.0,3.0,Nairobi, Brookside
1553,"KSh 140,000",3.0,4.0,Nairobi, Valley Arcade
1554,"KSh 140,000",4.0,3.0,Nairobi,Riverside
1555,"KSh 140,000",2.0,2.0,Nairobi,Westlands Area
1556,"KSh 140,000",2.0,,Nairobi,Kilimani
1557,"KSh 140,000",4.0,4.0,Nairobi, Parklands
1558,"KSh 140,000",3.0,4.0,Nairobi,Riverside
1559,"KSh 145,000",4.0,5.0,Nairobi, Parklands
1560,"KSh 145,000",3.0,4.0,Nairobi,Kilimani
1561,"KSh 145,000",3.0,3.0,Nairobi,Thika Road
1562,"KSh 145,000",3.0,3.0,Nairobi, Kileleshwa
1563,"KSh 145,000",3.0,5.0,Nairobi, Riverside
1564,"KSh 145,000",4.0,4.0,Nairobi,Parklands
1565,"KSh 145,000",3.0,3.0,Nairobi, Kileleshwa
1566,"KSh 145,000",2.0,2.0,Nairobi,Westlands Area
1567,"KSh 145,000",3.0,3.0,Nairobi,Kilimani
1568,"KSh 145,000",3.0,3.0,Nairobi, Kileleshwa
1569,"KSh 150,000",2.0,2.0,Nairobi, Kilimani
1570,"KSh 150,000",4.0,5.0,Nairobi,Kilimani
1571,"KSh 150,000",4.0,4.0,Nairobi, Lavington
1572,"KSh 150,000",2.0,2.0,Nairobi, Riverside
1573,"KSh 150,000",2.0,2.0,Nairobi, Kileleshwa
1574,"KSh 150,000",3.0,3.0,Nairobi,Riverside
1575,"KSh 150,000",3.0,,Nairobi,General Mathenge
1576,"KSh 150,000",4.0,4.0,Nairobi, Lavington
1577,"KSh 150,000",4.0,5.0,Nairobi, Kileleshwa
1578,"KSh 150,000",4.0,,Nairobi, Parklands
1579,"KSh 150,000",4.0,4.0,Nairobi,Westlands Area
1580,"KSh 150,000",4.0,5.0,Nairobi, Kileleshwa
1581,"KSh 150,000",4.0,5.0,Nairobi,Kileleshwa
1582,"KSh 150,000",2.0,2.0,Nairobi,Lavington
1583,"KSh 150,000",2.0,,Nairobi,Kilimani
1584,"KSh 150,000",4.0,4.0,Nairobi, Lavington
1585,"KSh 150,000",4.0,,Nairobi, Parklands
1586,"KSh 150,000",4.0,3.0,Nairobi,Westlands Area
1587,"KSh 150,000",3.0,4.0,Nairobi, Kileleshwa
1588,"KSh 150,000",4.0,5.0,Nairobi, Rhapta Road
1589,"KSh 150,000",3.0,4.0,Nairobi, Nyari
1590,"KSh 150,000",2.0,,Nairobi,Waiyaki Way
1591,"KSh 150,000",4.0,,Nairobi,Kileleshwa
1592,"KSh 150,000",3.0,4.0,Nairobi,Riverside
1593,"KSh 150,000",2.0,2.0,Nairobi, Kilimani
1594,"KSh 150,000",3.0,3.0,Nairobi,Rhapta Road
1595,"KSh 150,000",3.0,2.0,Nairobi, Kilimani
1596,"KSh 150,000",3.0,3.0,Nairobi,Kilimani
1597,"KSh 150,000",2.0,2.0,Nairobi,Westlands Area
1598,"KSh 150,000",2.0,2.0,Nairobi, Kilimani
1599,"KSh 150,000",4.0,4.0,Nairobi, Parklands
1600,"KSh 150,000",2.0,,Nairobi,Kilimani
1601,"KSh 150,000",1.0,1.0,Nairobi, Waiyaki Way
1602,"KSh 150,000",2.0,2.0,Nairobi, Waiyaki Way
1603,"KSh 150,000",3.0,4.0,Nairobi, Kileleshwa
1604,"KSh 150,000",4.0,3.0,Nairobi, Rhapta Road
1605,"KSh 150,000",2.0,3.0,Nairobi,Karen
1606,"KSh 150,000",4.0,5.0,Nairobi,Kilimani
1607,"KSh 150,000",2.0,1.0,Nairobi,Thika Road
1608,"KSh 150,000",3.0,4.0,Nairobi, Kileleshwa
1609,"KSh 150,000",3.0,4.0,Nairobi, Brookside
1610,"KSh 150,000",3.0,2.0,Nairobi,Lavington
1611,"KSh 150,000",3.0,2.0,Nairobi,Lavington
1612,"KSh 150,000",4.0,,Nairobi,Rhapta Road
1613,"KSh 150,000",3.0,3.0,Nairobi,Kileleshwa
1614,"KSh 150,000",4.0,,Nairobi,Nyari
1615,"KSh 150,000",3.0,2.0,Nairobi, Kilimani
1616,"KSh 150,000",4.0,5.0,Nairobi, Kilimani
1617,"KSh 150,000",4.0,5.0,Nairobi, Lavington
1618,"KSh 150,000",3.0,4.0,Nairobi, Kileleshwa
1619,"KSh 150,000",3.0,4.0,Nairobi, Rhapta Road
1620,"KSh 150,000",3.0,4.0,Nairobi,Brookside
1621,"KSh 150,000",3.0,3.0,Nairobi, Westlands Area
1622,"KSh 150,000",3.0,3.0,Nairobi,Kilimani
1623,"KSh 150,000",2.0,3.0,Nairobi,General Mathenge
1624,"KSh 150,000",4.0,5.0,Nairobi, Spring Valley
1625,"KSh 150,000",4.0,4.0,Nairobi,Kileleshwa
1626,"KSh 150,000",3.0,2.0,Nairobi,Kiambu Road
1627,"KSh 150,000",4.0,3.0,Nairobi,Westlands Area
1628,"KSh 150,000",4.0,4.0,Nairobi,Westlands Area
1629,"KSh 150,000",1.0,1.0,Nairobi,Westlands Area
1630,"KSh 150,000",2.0,2.0,Nairobi, Rosslyn
1631,"KSh 150,000",2.0,2.0,Nairobi, Rosslyn
1632,"KSh 150,000",2.0,2.0,Nairobi, Brookside
1633,"KSh 150,000",2.0,2.0,Nairobi, Westlands Area
1634,"KSh 150,000",2.0,,Nairobi,Westlands Area
1635,"KSh 150,000",3.0,,Nairobi,Brookside
1636,"KSh 150,000",3.0,,Nairobi,Hurlingham
1637,"KSh 150,000",2.0,2.0,Nairobi,Kileleshwa
1638,"KSh 150,000",2.0,2.0,Nairobi,Westlands Area
1639,"KSh 150,000",3.0,3.0,Nairobi,Kilimani
1640,"KSh 150,000",2.0,3.0,Nairobi,Westlands Area
1641,"KSh 150,000",4.0,4.0,Nairobi, Brookside
1642,"KSh 150,000",3.0,4.0,Nairobi,Rhapta Road
1643,"KSh 150,000",4.0,4.0,Nairobi,Westlands Area
1644,"KSh 150,000",3.0,3.0,Nairobi, Lavington
1645,"KSh 150,000",4.0,,Nairobi,Parklands
1646,"KSh 150,000",3.0,,Nairobi,Westlands Area
1647,"KSh 150,000",3.0,3.0,Nairobi, Kileleshwa
1648,"KSh 150,000",2.0,2.0,Nairobi, Kilimani
1649,"KSh 150,000",3.0,2.0,Nairobi,Dennis Pritt
1650,"KSh 150,000",3.0,2.0,Nairobi, Parklands
1651,"KSh 150,000",3.0,3.0,Nairobi,Kyuna
1652,"KSh 150,000",3.0,4.0,Nairobi, Kilimani
1653,"KSh 150,000",2.0,2.0,Nairobi, Westlands Area
1654,"KSh 150,000",2.0,2.0,Nairobi, Westlands Area
1655,"KSh 150,000",3.0,2.0,Nairobi,Dennis Pritt
1656,"KSh 150,000",3.0,4.0,Nairobi, Kilimani
1657,"KSh 150,000",3.0,2.0,Nairobi,Gigiri
1658,"KSh 150,000",2.0,,Nairobi, Upper Hill
1659,"KSh 150,000",4.0,3.0,Nairobi, Lavington
1660,"KSh 150,000",1.0,1.0,Nairobi, Kilimani
1661,"KSh 150,000",3.0,3.0,Nairobi, Kilimani
1662,"KSh 150,000",4.0,4.0,Nairobi,Kileleshwa
1663,"KSh 150,000",4.0,4.0,Nairobi,Westlands Area
1664,"KSh 150,000",3.0,4.0,Nairobi,Westlands Area
1665,"KSh 150,000",2.0,2.0,Nairobi,Riverside
1666,"KSh 150,000",4.0,4.0,Nairobi, General Mathenge
1667,"KSh 150,000",3.0,,Nairobi, Brookside
1668,"KSh 150,000",3.0,4.0,Nairobi,Kileleshwa
1669,"KSh 150,000",4.0,4.0,Nairobi,Lavington
1670,"KSh 150,000",3.0,3.0,Nairobi,Rhapta Road
1671,"KSh 150,000",2.0,2.0,Nairobi, Parklands
1672,"KSh 150,000",2.0,3.0,Nairobi,Kilimani
1673,"KSh 150,000",3.0,,Nairobi,Brookside
1674,"KSh 150,000",4.0,4.0,Nairobi,Lavington
1675,"KSh 150,000",3.0,,Nairobi, Rhapta Road
1676,"KSh 150,000",3.0,2.0,Nairobi, Lavington
1677,"KSh 150,000",3.0,3.0,Nairobi,Lavington
1678,"KSh 150,000",2.0,2.0,Nairobi,Kilimani
1679,"KSh 150,000",3.0,3.0,Nairobi,Kileleshwa
1680,"KSh 150,000",2.0,2.0,Nairobi,Westlands Area
1681,"KSh 155,000",4.0,4.0,Nairobi,General Mathenge
1682,"KSh 155,000",2.0,2.0,Nairobi,Parklands
1683,"KSh 155,000",3.0,5.0,Nairobi,Brookside
1684,"KSh 155,000",4.0,4.0,Nairobi, Spring Valley
1685,"KSh 155,000",3.0,5.0,Nairobi,Brookside
1686,"KSh 155,000",3.0,5.0,Nairobi, Riverside
1687,"KSh 158,000",4.0,3.0,Nairobi,Westlands Area
1688,"KSh 160,000",4.0,3.0,Nairobi, Westlands Area
1689,"KSh 160,000",2.0,2.0,Nairobi, General Mathenge
1690,"KSh 160,000",1.0,1.0,Nairobi,Gigiri
1691,"KSh 160,000",4.0,,Nairobi,Lavington
1692,"KSh 160,000",4.0,4.0,Nairobi, Kilimani
1693,"KSh 160,000",4.0,4.0,Nairobi,Lavington
1694,"KSh 160,000",4.0,3.0,Nairobi, Kilimani
1695,"KSh 160,000",3.0,3.0,Nairobi, Lavington
1696,"KSh 160,000",3.0,3.0,Nairobi,General Mathenge
1697,"KSh 160,000",3.0,2.0,Nairobi,Westlands Area
1698,"KSh 160,000",2.0,2.0,Nairobi,Westlands Area
1699,"KSh 160,000",3.0,3.0,Nairobi,General Mathenge
1700,"KSh 160,000",3.0,2.0,Nairobi,Westlands Area
1701,"KSh 160,000",2.0,2.0,Nairobi,Westlands Area
1702,"KSh 160,000",3.0,2.0,Nairobi,Gigiri
1703,"KSh 160,000",2.0,2.0,Nairobi, Westlands Area
1704,"KSh 160,000",3.0,3.0,Nairobi, Brookside
1705,"KSh 160,000",3.0,,Nairobi,Westlands Area
1706,"KSh 160,000",3.0,4.0,Nairobi,General Mathenge
1707,"KSh 160,000",1.0,2.0,Nairobi,Rhapta Road
1708,"KSh 160,000",3.0,3.0,Nairobi, Kileleshwa
1709,"KSh 160,000",3.0,3.0,Nairobi, Westlands Area
1710,"KSh 160,000",4.0,4.0,Nairobi,Spring Valley
1711,"KSh 160,000",3.0,3.0,Nairobi, Lavington
1712,"KSh 160,000",3.0,3.0,Nairobi,Valley Arcade
1713,"KSh 160,000",2.0,1.0,Nairobi,Spring Valley
1714,"KSh 160,000",3.0,3.0,Nairobi,Riverside
1715,"KSh 160,000",2.0,2.0,Nairobi,Kileleshwa
1716,"KSh 160,000",4.0,4.0,Nairobi,Brookside
1717,"KSh 160,000",3.0,2.0,Nairobi, Westlands Area
1718,"KSh 160,000",3.0,,Nairobi,Upper Hill
1719,"KSh 160,000",3.0,5.0,Nairobi,General Mathenge
1720,"KSh 160,000",4.0,4.0,Nairobi, General Mathenge
1721,"KSh 160,000",2.0,3.0,Nairobi,General Mathenge
1722,"KSh 160,000",3.0,3.0,Nairobi, Kilimani
1723,"KSh 160,000",3.0,3.0,Nairobi, Kileleshwa
1724,"KSh 160,000",2.0,2.0,Nairobi, Kilimani
1725,"KSh 160,000",3.0,4.0,Nairobi,Riverside
1726,"KSh 160,000",3.0,2.0,Nairobi, Lavington
1727,"KSh 160,000",2.0,3.0,Nairobi,Karura
1728,"KSh 160,000",1.0,1.0,Nairobi,Westlands Area
1729,"KSh 160,000",2.0,3.0,Nairobi,Karura
1730,"KSh 160,000",1.0,1.0,Nairobi,Westlands Area
1731,"KSh 160,000",2.0,2.0,Nairobi,Westlands Area
1732,"KSh 160,000",3.0,3.0,Nairobi,Riverside
1733,"KSh 160,000",2.0,3.0,Nairobi,Kileleshwa
1734,"KSh 160,000",4.0,4.0,Nairobi, Kilimani
1735,"KSh 160,000",4.0,5.0,Nairobi, General Mathenge
1736,"KSh 160,000",2.0,2.0,Nairobi,Lavington
1737,"KSh 160,000",3.0,4.0,Nairobi,Parklands
1738,"KSh 160,000",4.0,6.0,Nairobi, Kileleshwa
1739,"KSh 160,000",3.0,4.0,Nairobi,Kilimani
1740,"KSh 160,000",3.0,3.0,Nairobi, Kilimani
1741,"KSh 160,000",4.0,4.0,Nairobi, General Mathenge
1742,"KSh 160,000",3.0,,Nairobi, Rhapta Road
1743,"KSh 160,000",3.0,4.0,Nairobi,Riverside
1744,"KSh 160,000",3.0,3.0,Nairobi, Kilimani
1745,"KSh 160,000",4.0,5.0,Nairobi, Spring Valley
1746,"KSh 160,000",4.0,4.0,Nairobi,Loresho
1747,"KSh 160,000",2.0,2.0,Nairobi,Westlands Area
1748,"KSh 160,000",2.0,2.0,Nairobi, Westlands Area
1749,"KSh 160,000",3.0,,Nairobi, Rhapta Road
1750,"KSh 160,000",3.0,4.0,Nairobi,Riverside
1751,"KSh 160,000",3.0,4.0,Nairobi, Kilimani
1752,"KSh 160,000",4.0,4.0,Nairobi, General Mathenge
1753,"KSh 160,000",3.0,4.0,Nairobi,Nyali Area
1754,"KSh 160,000",2.0,,Nairobi,Kilimani
1755,"KSh 160,000",4.0,,Nairobi, Westlands Area
1756,"KSh 160,000",2.0,,Nairobi,Westlands Area
1757,"KSh 160,000",1.0,2.0,Nairobi,Waiyaki Way
1758,"KSh 160,000",3.0,2.0,Nairobi, Spring Valley
1759,"KSh 160,000",3.0,4.0,Nairobi,Brookside
1760,"KSh 165,000",3.0,3.0,Nairobi, Kilimani
1761,"KSh 165,000",3.0,3.0,Nairobi,Rhapta Road
1762,"KSh 165,000",3.0,4.0,Nairobi, Kilimani
1763,"KSh 165,000",4.0,4.0,Nairobi, Westlands Area
1764,"KSh 165,000",4.0,,Nairobi,Parklands
1765,"KSh 165,000",3.0,3.0,Nairobi,General Mathenge
1766,"KSh 165,000",3.0,4.0,Nairobi, General Mathenge
1767,"KSh 165,000",3.0,,Nairobi, Parklands
1768,"KSh 165,000",3.0,4.0,Nairobi, General Mathenge
1769,"KSh 165,000",4.0,3.0,Nairobi,Westlands Area
1770,"KSh 165,000",4.0,3.0,Nairobi,Brookside
1771,"KSh 165,000",2.0,2.0,Nairobi, Karura
1772,"KSh 165,000",3.0,3.0,Nairobi,Kilimani
1773,"KSh 165,000",2.0,,Nairobi,Lavington
1774,"KSh 165,000",2.0,3.0,Nairobi, Kilimani
1775,"KSh 170,000",3.0,3.0,Nairobi, Lavington
1776,"KSh 170,000",3.0,3.0,Nairobi, General Mathenge
1777,"KSh 170,000",3.0,4.0,Nairobi, Kilimani
1778,"KSh 170,000",3.0,3.0,Nairobi, Kilimani
1779,"KSh 170,000",2.0,2.0,Nairobi, Spring Valley
1780,"KSh 170,000",3.0,3.0,Nairobi, General Mathenge
1781,"KSh 170,000",3.0,3.0,Nairobi, Riverside
1782,"KSh 170,000",3.0,4.0,Nairobi, Kileleshwa
1783,"KSh 170,000",3.0,3.0,Nairobi,Parklands
1784,"KSh 170,000",3.0,3.0,Nairobi, General Mathenge
1785,"KSh 170,000",3.0,3.0,Nairobi, General Mathenge
1786,"KSh 170,000",3.0,3.0,Nairobi,Nyari
1787,"KSh 170,000",4.0,5.0,Nairobi, General Mathenge
1788,"KSh 170,000",3.0,4.0,Nairobi, Brookside
1789,"KSh 170,000",2.0,2.0,Nairobi, Kilimani
1790,"KSh 170,000",3.0,3.0,Nairobi, Kileleshwa
1791,"KSh 170,000",3.0,3.0,Nairobi, Brookside
1792,"KSh 170,000",2.0,2.0,Nairobi, Kilimani
1793,"KSh 170,000",2.0,3.0,Nairobi, Kilimani
1794,"KSh 170,000",3.0,4.0,Nairobi, Brookside
1795,"KSh 170,000",2.0,2.0,Nairobi,Parklands
1796,"KSh 170,000",2.0,3.0,Nairobi,General Mathenge
1797,"KSh 170,000",1.0,,Nairobi, Kilimani
1798,"KSh 170,000",2.0,2.0,Nairobi,Kilimani
1799,"KSh 170,000",3.0,3.0,Nairobi,Kilimani
1800,"KSh 170,000",3.0,,Nairobi, Kilimani
1801,"KSh 170,000",2.0,2.0,Nairobi, Kilimani
1802,"KSh 170,000",3.0,3.0,Nairobi, Kileleshwa
1803,"KSh 170,000",5.0,6.0,Nairobi,Kilimani
1804,"KSh 170,000",3.0,3.0,Nairobi,Riverside
1805,"KSh 170,000",4.0,3.0,Nairobi, Parklands
1806,"KSh 170,000",1.0,1.0,Nairobi,Kilimani
1807,"KSh 170,000",3.0,3.0,Nairobi,Westlands Area
1808,"KSh 170,000",3.0,4.0,Nairobi, Brookside
1809,"KSh 170,000",4.0,,Nairobi, Parklands
1810,"KSh 170,000",3.0,4.0,Nairobi,General Mathenge
1811,"KSh 170,000",3.0,2.0,Nairobi, Thika Road
1812,"KSh 170,000",3.0,4.0,Nairobi,Riverside
1813,"KSh 170,000",2.0,2.0,Nairobi,Kilimani
1814,"KSh 172,000",3.0,4.0,Nairobi,Kilimani
1815,"KSh 172,000",4.0,4.0,Nairobi,Parklands
1816,"KSh 175,000",3.0,,Nairobi, Parklands
1817,"KSh 175,000",3.0,,Nairobi,General Mathenge
1818,"KSh 175,000",3.0,4.0,Nairobi,General Mathenge
1819,"KSh 175,000",4.0,4.0,Nairobi, Westlands Area
1820,"KSh 175,000",4.0,,Nairobi,General Mathenge
1821,"KSh 175,000",2.0,2.0,Nairobi,Kilimani
1822,"KSh 175,000",3.0,3.0,Nairobi,Parklands
1823,"KSh 175,000",4.0,4.0,Nairobi,General Mathenge
1824,"KSh 175,000",4.0,5.0,Nairobi, General Mathenge
1825,"KSh 175,000",3.0,3.0,Nairobi,General Mathenge
1826,"KSh 175,000",3.0,3.0,Nairobi, Riverside
1827,"KSh 175,000",3.0,3.0,Nairobi,General Mathenge
1828,"KSh 175,000",4.0,4.0,Nairobi, General Mathenge
1829,"KSh 175,000",4.0,4.0,Nairobi, Westlands Area
1830,"KSh 175,000",2.0,2.0,Nairobi,Thigiri
1831,"KSh 180,000",2.0,2.0,Nairobi, Kilimani
1832,"KSh 180,000",3.0,3.0,Nairobi, Riverside
1833,"KSh 180,000",3.0,,Nairobi,State House
1834,"KSh 180,000",2.0,2.0,Nairobi, Kilimani
1835,"KSh 180,000",4.0,4.0,Nairobi, Riverside
1836,"KSh 180,000",3.0,3.0,Nairobi, Kilimani
1837,"KSh 180,000",3.0,3.0,Nairobi,Kilimani
1838,"KSh 180,000",4.0,4.0,Nairobi,Upper Hill
1839,"KSh 180,000",1.0,2.0,Nairobi,Westlands Area
1840,"KSh 180,000",2.0,2.0,Nairobi, Westlands Area
1841,"KSh 180,000",3.0,3.0,Nairobi, Karura
1842,"KSh 180,000",3.0,4.0,Nairobi,Brookside
1843,"KSh 180,000",3.0,,Nairobi, Kileleshwa
1844,"KSh 180,000",2.0,2.0,Nairobi, Spring Valley
1845,"KSh 180,000",4.0,5.0,Nairobi,Kileleshwa
1846,"KSh 180,000",4.0,4.0,Nairobi,Westlands Area
1847,"KSh 180,000",2.0,,Nairobi,Kilimani
